location,diabetes_prevalence,total_cases,date
Aruba,11.62,2,2020-03-13
Aruba,11.62,4,2020-03-20
Aruba,11.62,12,2020-03-24
Aruba,11.62,17,2020-03-25
Aruba,11.62,19,2020-03-26
Aruba,11.62,28,2020-03-27
Aruba,11.62,28,2020-03-28
Aruba,11.62,28,2020-03-29
Aruba,11.62,50,2020-03-30
Aruba,11.62,55,2020-04-01
Aruba,11.62,55,2020-04-02
Aruba,11.62,60,2020-04-03
Aruba,11.62,62,2020-04-04
Aruba,11.62,64,2020-04-05
Aruba,11.62,64,2020-04-06
Aruba,11.62,71,2020-04-07
Aruba,11.62,74,2020-04-08
Aruba,11.62,77,2020-04-09
Aruba,11.62,82,2020-04-10
Aruba,11.62,86,2020-04-11
Aruba,11.62,92,2020-04-12
Aruba,11.62,92,2020-04-13
Aruba,11.62,92,2020-04-14
Aruba,11.62,92,2020-04-15
Aruba,11.62,93,2020-04-16
Aruba,11.62,95,2020-04-17
Aruba,11.62,96,2020-04-18
Aruba,11.62,96,2020-04-19
Aruba,11.62,97,2020-04-20
Aruba,11.62,97,2020-04-21
Aruba,11.62,97,2020-04-22
Aruba,11.62,100,2020-04-23
Aruba,11.62,100,2020-04-24
Aruba,11.62,100,2020-04-25
Aruba,11.62,100,2020-04-26
Aruba,11.62,100,2020-04-27
Aruba,11.62,100,2020-04-28
Aruba,11.62,100,2020-04-29
Aruba,11.62,100,2020-04-30
Aruba,11.62,100,2020-05-01
Aruba,11.62,100,2020-05-02
Aruba,11.62,100,2020-05-03
Aruba,11.62,100,2020-05-04
Aruba,11.62,100,2020-05-05
Aruba,11.62,100,2020-05-06
Aruba,11.62,101,2020-05-07
Aruba,11.62,101,2020-05-08
Aruba,11.62,101,2020-05-09
Aruba,11.62,101,2020-05-10
Aruba,11.62,101,2020-05-11
Aruba,11.62,101,2020-05-12
Aruba,11.62,101,2020-05-13
Aruba,11.62,101,2020-05-14
Aruba,11.62,101,2020-05-15
Aruba,11.62,101,2020-05-16
Aruba,11.62,101,2020-05-17
Aruba,11.62,101,2020-05-18
Aruba,11.62,101,2020-05-19
Aruba,11.62,101,2020-05-20
Aruba,11.62,101,2020-05-21
Aruba,11.62,101,2020-05-22
Aruba,11.62,101,2020-05-23
Aruba,11.62,101,2020-05-24
Aruba,11.62,101,2020-05-25
Aruba,11.62,101,2020-05-26
Aruba,11.62,101,2020-05-27
Aruba,11.62,101,2020-05-28
Aruba,11.62,101,2020-05-29
Aruba,11.62,101,2020-05-30
Aruba,11.62,101,2020-05-31
Aruba,11.62,101,2020-06-01
Aruba,11.62,101,2020-06-02
Aruba,11.62,101,2020-06-03
Aruba,11.62,101,2020-06-04
Aruba,11.62,101,2020-06-05
Aruba,11.62,101,2020-06-06
Aruba,11.62,101,2020-06-07
Aruba,11.62,101,2020-06-08
Aruba,11.62,101,2020-06-09
Aruba,11.62,101,2020-06-10
Aruba,11.62,101,2020-06-11
Aruba,11.62,101,2020-06-12
Aruba,11.62,101,2020-06-13
Aruba,11.62,101,2020-06-14
Aruba,11.62,101,2020-06-15
Aruba,11.62,101,2020-06-16
Aruba,11.62,101,2020-06-17
Aruba,11.62,101,2020-06-18
Aruba,11.62,101,2020-06-19
Aruba,11.62,101,2020-06-20
Aruba,11.62,101,2020-06-21
Aruba,11.62,101,2020-06-22
Aruba,11.62,101,2020-06-23
Aruba,11.62,101,2020-06-24
Aruba,11.62,101,2020-06-25
Aruba,11.62,101,2020-06-26
Aruba,11.62,101,2020-06-27
Aruba,11.62,101,2020-06-28
Aruba,11.62,101,2020-06-29
Aruba,11.62,103,2020-06-30
Aruba,11.62,103,2020-07-01
Aruba,11.62,103,2020-07-02
Aruba,11.62,104,2020-07-03
Aruba,11.62,104,2020-07-04
Aruba,11.62,105,2020-07-05
Aruba,11.62,105,2020-07-06
Aruba,11.62,105,2020-07-07
Aruba,11.62,105,2020-07-08
Aruba,11.62,105,2020-07-09
Aruba,11.62,105,2020-07-10
Aruba,11.62,105,2020-07-11
Aruba,11.62,105,2020-07-12
Aruba,11.62,105,2020-07-13
Aruba,11.62,105,2020-07-14
Aruba,11.62,106,2020-07-15
Aruba,11.62,106,2020-07-16
Aruba,11.62,108,2020-07-17
Aruba,11.62,108,2020-07-18
Aruba,11.62,108,2020-07-19
Aruba,11.62,113,2020-07-20
Aruba,11.62,115,2020-07-21
Aruba,11.62,117,2020-07-22
Aruba,11.62,117,2020-07-23
Aruba,11.62,117,2020-07-24
Aruba,11.62,118,2020-07-25
Aruba,11.62,119,2020-07-26
Aruba,11.62,119,2020-07-27
Aruba,11.62,119,2020-07-28
Aruba,11.62,119,2020-07-29
Aruba,11.62,119,2020-07-30
Aruba,11.62,120,2020-07-31
Aruba,11.62,121,2020-08-01
Aruba,11.62,121,2020-08-02
Aruba,11.62,122,2020-08-03
Aruba,11.62,124,2020-08-04
Aruba,11.62,132,2020-08-05
Aruba,11.62,171,2020-08-06
Aruba,11.62,263,2020-08-07
Aruba,11.62,396,2020-08-08
Aruba,11.62,509,2020-08-09
Aruba,11.62,563,2020-08-10
Afghanistan,9.59,0,2019-12-31
Afghanistan,9.59,0,2020-01-01
Afghanistan,9.59,0,2020-01-02
Afghanistan,9.59,0,2020-01-03
Afghanistan,9.59,0,2020-01-04
Afghanistan,9.59,0,2020-01-05
Afghanistan,9.59,0,2020-01-06
Afghanistan,9.59,0,2020-01-07
Afghanistan,9.59,0,2020-01-08
Afghanistan,9.59,0,2020-01-09
Afghanistan,9.59,0,2020-01-10
Afghanistan,9.59,0,2020-01-11
Afghanistan,9.59,0,2020-01-12
Afghanistan,9.59,0,2020-01-13
Afghanistan,9.59,0,2020-01-14
Afghanistan,9.59,0,2020-01-15
Afghanistan,9.59,0,2020-01-16
Afghanistan,9.59,0,2020-01-17
Afghanistan,9.59,0,2020-01-18
Afghanistan,9.59,0,2020-01-19
Afghanistan,9.59,0,2020-01-20
Afghanistan,9.59,0,2020-01-21
Afghanistan,9.59,0,2020-01-22
Afghanistan,9.59,0,2020-01-23
Afghanistan,9.59,0,2020-01-24
Afghanistan,9.59,0,2020-01-25
Afghanistan,9.59,0,2020-01-26
Afghanistan,9.59,0,2020-01-27
Afghanistan,9.59,0,2020-01-28
Afghanistan,9.59,0,2020-01-29
Afghanistan,9.59,0,2020-01-30
Afghanistan,9.59,0,2020-01-31
Afghanistan,9.59,0,2020-02-01
Afghanistan,9.59,0,2020-02-02
Afghanistan,9.59,0,2020-02-03
Afghanistan,9.59,0,2020-02-04
Afghanistan,9.59,0,2020-02-05
Afghanistan,9.59,0,2020-02-06
Afghanistan,9.59,0,2020-02-07
Afghanistan,9.59,0,2020-02-08
Afghanistan,9.59,0,2020-02-09
Afghanistan,9.59,0,2020-02-10
Afghanistan,9.59,0,2020-02-11
Afghanistan,9.59,0,2020-02-12
Afghanistan,9.59,0,2020-02-13
Afghanistan,9.59,0,2020-02-14
Afghanistan,9.59,0,2020-02-15
Afghanistan,9.59,0,2020-02-16
Afghanistan,9.59,0,2020-02-17
Afghanistan,9.59,0,2020-02-18
Afghanistan,9.59,0,2020-02-19
Afghanistan,9.59,0,2020-02-20
Afghanistan,9.59,0,2020-02-21
Afghanistan,9.59,0,2020-02-22
Afghanistan,9.59,0,2020-02-23
Afghanistan,9.59,0,2020-02-24
Afghanistan,9.59,1,2020-02-25
Afghanistan,9.59,1,2020-02-26
Afghanistan,9.59,1,2020-02-27
Afghanistan,9.59,1,2020-02-28
Afghanistan,9.59,1,2020-02-29
Afghanistan,9.59,1,2020-03-01
Afghanistan,9.59,1,2020-03-02
Afghanistan,9.59,4,2020-03-08
Afghanistan,9.59,7,2020-03-11
Afghanistan,9.59,10,2020-03-15
Afghanistan,9.59,16,2020-03-16
Afghanistan,9.59,21,2020-03-17
Afghanistan,9.59,22,2020-03-18
Afghanistan,9.59,22,2020-03-19
Afghanistan,9.59,22,2020-03-20
Afghanistan,9.59,24,2020-03-21
Afghanistan,9.59,24,2020-03-22
Afghanistan,9.59,34,2020-03-23
Afghanistan,9.59,40,2020-03-24
Afghanistan,9.59,42,2020-03-25
Afghanistan,9.59,75,2020-03-26
Afghanistan,9.59,75,2020-03-27
Afghanistan,9.59,91,2020-03-28
Afghanistan,9.59,106,2020-03-29
Afghanistan,9.59,114,2020-03-30
Afghanistan,9.59,141,2020-03-31
Afghanistan,9.59,166,2020-04-01
Afghanistan,9.59,192,2020-04-02
Afghanistan,9.59,235,2020-04-03
Afghanistan,9.59,235,2020-04-04
Afghanistan,9.59,270,2020-04-05
Afghanistan,9.59,299,2020-04-06
Afghanistan,9.59,337,2020-04-07
Afghanistan,9.59,367,2020-04-08
Afghanistan,9.59,423,2020-04-09
Afghanistan,9.59,484,2020-04-10
Afghanistan,9.59,521,2020-04-11
Afghanistan,9.59,555,2020-04-12
Afghanistan,9.59,607,2020-04-13
Afghanistan,9.59,665,2020-04-14
Afghanistan,9.59,714,2020-04-15
Afghanistan,9.59,784,2020-04-16
Afghanistan,9.59,794,2020-04-17
Afghanistan,9.59,845,2020-04-18
Afghanistan,9.59,908,2020-04-19
Afghanistan,9.59,996,2020-04-20
Afghanistan,9.59,1031,2020-04-21
Afghanistan,9.59,1092,2020-04-22
Afghanistan,9.59,1176,2020-04-23
Afghanistan,9.59,1281,2020-04-24
Afghanistan,9.59,1351,2020-04-25
Afghanistan,9.59,1463,2020-04-26
Afghanistan,9.59,1531,2020-04-27
Afghanistan,9.59,1703,2020-04-28
Afghanistan,9.59,1827,2020-04-29
Afghanistan,9.59,1949,2020-04-30
Afghanistan,9.59,2171,2020-05-01
Afghanistan,9.59,2335,2020-05-02
Afghanistan,9.59,2469,2020-05-03
Afghanistan,9.59,2704,2020-05-04
Afghanistan,9.59,2894,2020-05-05
Afghanistan,9.59,3224,2020-05-06
Afghanistan,9.59,3392,2020-05-07
Afghanistan,9.59,3563,2020-05-08
Afghanistan,9.59,3778,2020-05-09
Afghanistan,9.59,4033,2020-05-10
Afghanistan,9.59,4402,2020-05-11
Afghanistan,9.59,4687,2020-05-12
Afghanistan,9.59,4967,2020-05-13
Afghanistan,9.59,5226,2020-05-14
Afghanistan,9.59,5339,2020-05-15
Afghanistan,9.59,6402,2020-05-16
Afghanistan,9.59,6402,2020-05-17
Afghanistan,9.59,6664,2020-05-18
Afghanistan,9.59,7072,2020-05-19
Afghanistan,9.59,7653,2020-05-20
Afghanistan,9.59,8145,2020-05-21
Afghanistan,9.59,8676,2020-05-22
Afghanistan,9.59,9216,2020-05-23
Afghanistan,9.59,9998,2020-05-24
Afghanistan,9.59,10582,2020-05-25
Afghanistan,9.59,11173,2020-05-26
Afghanistan,9.59,11831,2020-05-27
Afghanistan,9.59,12456,2020-05-28
Afghanistan,9.59,13036,2020-05-29
Afghanistan,9.59,13659,2020-05-30
Afghanistan,9.59,14525,2020-05-31
Afghanistan,9.59,15205,2020-06-01
Afghanistan,9.59,15750,2020-06-02
Afghanistan,9.59,16509,2020-06-03
Afghanistan,9.59,17267,2020-06-04
Afghanistan,9.59,18054,2020-06-05
Afghanistan,9.59,18969,2020-06-06
Afghanistan,9.59,19551,2020-06-07
Afghanistan,9.59,20342,2020-06-08
Afghanistan,9.59,20917,2020-06-09
Afghanistan,9.59,21459,2020-06-10
Afghanistan,9.59,22143,2020-06-11
Afghanistan,9.59,22890,2020-06-12
Afghanistan,9.59,23546,2020-06-13
Afghanistan,9.59,24102,2020-06-14
Afghanistan,9.59,24766,2020-06-15
Afghanistan,9.59,25527,2020-06-16
Afghanistan,9.59,26310,2020-06-17
Afghanistan,9.59,26874,2020-06-18
Afghanistan,9.59,27532,2020-06-19
Afghanistan,9.59,27878,2020-06-20
Afghanistan,9.59,28424,2020-06-21
Afghanistan,9.59,28833,2020-06-22
Afghanistan,9.59,29143,2020-06-23
Afghanistan,9.59,29481,2020-06-24
Afghanistan,9.59,29715,2020-06-25
Afghanistan,9.59,30175,2020-06-26
Afghanistan,9.59,30451,2020-06-27
Afghanistan,9.59,30616,2020-06-28
Afghanistan,9.59,30967,2020-06-29
Afghanistan,9.59,31238,2020-06-30
Afghanistan,9.59,31517,2020-07-01
Afghanistan,9.59,31836,2020-07-02
Afghanistan,9.59,32022,2020-07-03
Afghanistan,9.59,32324,2020-07-04
Afghanistan,9.59,32672,2020-07-05
Afghanistan,9.59,32951,2020-07-06
Afghanistan,9.59,33384,2020-07-07
Afghanistan,9.59,33594,2020-07-08
Afghanistan,9.59,33653,2020-07-09
Afghanistan,9.59,33908,2020-07-10
Afghanistan,9.59,34366,2020-07-11
Afghanistan,9.59,34451,2020-07-12
Afghanistan,9.59,34451,2020-07-13
Afghanistan,9.59,34455,2020-07-14
Afghanistan,9.59,34740,2020-07-15
Afghanistan,9.59,34994,2020-07-16
Afghanistan,9.59,35070,2020-07-17
Afghanistan,9.59,35289,2020-07-18
Afghanistan,9.59,35301,2020-07-19
Afghanistan,9.59,35475,2020-07-20
Afghanistan,9.59,35615,2020-07-21
Afghanistan,9.59,35727,2020-07-22
Afghanistan,9.59,35915,2020-07-23
Afghanistan,9.59,35928,2020-07-24
Afghanistan,9.59,36036,2020-07-25
Afghanistan,9.59,36157,2020-07-26
Afghanistan,9.59,36263,2020-07-27
Afghanistan,9.59,36368,2020-07-28
Afghanistan,9.59,36471,2020-07-29
Afghanistan,9.59,36471,2020-07-30
Afghanistan,9.59,36542,2020-07-31
Afghanistan,9.59,36710,2020-08-01
Afghanistan,9.59,36710,2020-08-02
Afghanistan,9.59,36710,2020-08-03
Afghanistan,9.59,36747,2020-08-04
Afghanistan,9.59,36829,2020-08-05
Afghanistan,9.59,36896,2020-08-06
Afghanistan,9.59,36937,2020-08-07
Afghanistan,9.59,37015,2020-08-08
Afghanistan,9.59,37054,2020-08-09
Afghanistan,9.59,37054,2020-08-10
Angola,3.94,2,2020-03-22
Angola,3.94,2,2020-03-23
Angola,3.94,2,2020-03-24
Angola,3.94,2,2020-03-25
Angola,3.94,2,2020-03-26
Angola,3.94,3,2020-03-27
Angola,3.94,4,2020-03-28
Angola,3.94,4,2020-03-29
Angola,3.94,7,2020-03-30
Angola,3.94,7,2020-03-31
Angola,3.94,7,2020-04-01
Angola,3.94,8,2020-04-02
Angola,3.94,8,2020-04-03
Angola,3.94,8,2020-04-04
Angola,3.94,10,2020-04-05
Angola,3.94,14,2020-04-06
Angola,3.94,16,2020-04-07
Angola,3.94,17,2020-04-08
Angola,3.94,19,2020-04-09
Angola,3.94,19,2020-04-10
Angola,3.94,19,2020-04-11
Angola,3.94,19,2020-04-12
Angola,3.94,19,2020-04-13
Angola,3.94,19,2020-04-14
Angola,3.94,19,2020-04-15
Angola,3.94,19,2020-04-16
Angola,3.94,19,2020-04-17
Angola,3.94,19,2020-04-18
Angola,3.94,24,2020-04-19
Angola,3.94,24,2020-04-20
Angola,3.94,24,2020-04-21
Angola,3.94,24,2020-04-22
Angola,3.94,24,2020-04-23
Angola,3.94,25,2020-04-24
Angola,3.94,25,2020-04-25
Angola,3.94,25,2020-04-26
Angola,3.94,26,2020-04-27
Angola,3.94,27,2020-04-28
Angola,3.94,27,2020-04-29
Angola,3.94,27,2020-04-30
Angola,3.94,27,2020-05-01
Angola,3.94,29,2020-05-02
Angola,3.94,35,2020-05-03
Angola,3.94,35,2020-05-04
Angola,3.94,35,2020-05-05
Angola,3.94,36,2020-05-06
Angola,3.94,36,2020-05-07
Angola,3.94,36,2020-05-08
Angola,3.94,43,2020-05-09
Angola,3.94,43,2020-05-10
Angola,3.94,45,2020-05-11
Angola,3.94,45,2020-05-12
Angola,3.94,45,2020-05-13
Angola,3.94,45,2020-05-14
Angola,3.94,48,2020-05-15
Angola,3.94,48,2020-05-16
Angola,3.94,48,2020-05-17
Angola,3.94,48,2020-05-18
Angola,3.94,48,2020-05-19
Angola,3.94,50,2020-05-20
Angola,3.94,52,2020-05-21
Angola,3.94,58,2020-05-22
Angola,3.94,60,2020-05-23
Angola,3.94,60,2020-05-24
Angola,3.94,69,2020-05-25
Angola,3.94,69,2020-05-26
Angola,3.94,71,2020-05-27
Angola,3.94,71,2020-05-28
Angola,3.94,73,2020-05-29
Angola,3.94,77,2020-05-30
Angola,3.94,84,2020-05-31
Angola,3.94,86,2020-06-01
Angola,3.94,86,2020-06-02
Angola,3.94,86,2020-06-03
Angola,3.94,86,2020-06-04
Angola,3.94,86,2020-06-05
Angola,3.94,86,2020-06-06
Angola,3.94,86,2020-06-07
Angola,3.94,91,2020-06-08
Angola,3.94,92,2020-06-09
Angola,3.94,96,2020-06-10
Angola,3.94,113,2020-06-11
Angola,3.94,118,2020-06-12
Angola,3.94,130,2020-06-13
Angola,3.94,138,2020-06-14
Angola,3.94,140,2020-06-15
Angola,3.94,142,2020-06-16
Angola,3.94,142,2020-06-17
Angola,3.94,155,2020-06-18
Angola,3.94,155,2020-06-19
Angola,3.94,166,2020-06-20
Angola,3.94,172,2020-06-21
Angola,3.94,176,2020-06-22
Angola,3.94,183,2020-06-23
Angola,3.94,186,2020-06-24
Angola,3.94,189,2020-06-25
Angola,3.94,197,2020-06-26
Angola,3.94,212,2020-06-27
Angola,3.94,244,2020-06-28
Angola,3.94,267,2020-06-29
Angola,3.94,276,2020-06-30
Angola,3.94,284,2020-07-01
Angola,3.94,291,2020-07-02
Angola,3.94,315,2020-07-03
Angola,3.94,328,2020-07-04
Angola,3.94,346,2020-07-05
Angola,3.94,346,2020-07-06
Angola,3.94,353,2020-07-07
Angola,3.94,353,2020-07-08
Angola,3.94,386,2020-07-09
Angola,3.94,396,2020-07-10
Angola,3.94,458,2020-07-11
Angola,3.94,483,2020-07-12
Angola,3.94,506,2020-07-13
Angola,3.94,506,2020-07-14
Angola,3.94,525,2020-07-15
Angola,3.94,576,2020-07-16
Angola,3.94,607,2020-07-17
Angola,3.94,638,2020-07-18
Angola,3.94,687,2020-07-19
Angola,3.94,705,2020-07-20
Angola,3.94,749,2020-07-21
Angola,3.94,749,2020-07-22
Angola,3.94,779,2020-07-23
Angola,3.94,812,2020-07-24
Angola,3.94,851,2020-07-25
Angola,3.94,880,2020-07-26
Angola,3.94,930,2020-07-27
Angola,3.94,932,2020-07-28
Angola,3.94,950,2020-07-29
Angola,3.94,1000,2020-07-30
Angola,3.94,1078,2020-07-31
Angola,3.94,1109,2020-08-01
Angola,3.94,1114,2020-08-02
Angola,3.94,1148,2020-08-03
Angola,3.94,1164,2020-08-04
Angola,3.94,1164,2020-08-05
Angola,3.94,1344,2020-08-06
Angola,3.94,1395,2020-08-07
Angola,3.94,1483,2020-08-08
Angola,3.94,1483,2020-08-09
Angola,3.94,1572,2020-08-10
Anguilla,NA,2,2020-03-27
Anguilla,NA,2,2020-03-28
Anguilla,NA,2,2020-03-29
Anguilla,NA,2,2020-03-30
Anguilla,NA,2,2020-03-31
Anguilla,NA,2,2020-04-01
Anguilla,NA,2,2020-04-02
Anguilla,NA,3,2020-04-03
Anguilla,NA,3,2020-04-04
Anguilla,NA,3,2020-04-05
Anguilla,NA,3,2020-04-06
Anguilla,NA,3,2020-04-07
Anguilla,NA,3,2020-04-08
Anguilla,NA,3,2020-04-09
Anguilla,NA,3,2020-04-10
Anguilla,NA,3,2020-04-11
Anguilla,NA,3,2020-04-12
Anguilla,NA,3,2020-04-13
Anguilla,NA,3,2020-04-14
Anguilla,NA,3,2020-04-15
Anguilla,NA,3,2020-04-16
Anguilla,NA,3,2020-04-17
Anguilla,NA,3,2020-04-18
Anguilla,NA,3,2020-04-19
Anguilla,NA,3,2020-04-20
Anguilla,NA,3,2020-04-21
Anguilla,NA,3,2020-04-22
Anguilla,NA,3,2020-04-23
Anguilla,NA,3,2020-04-24
Anguilla,NA,3,2020-04-25
Anguilla,NA,3,2020-04-26
Anguilla,NA,3,2020-04-27
Anguilla,NA,3,2020-04-28
Anguilla,NA,3,2020-04-29
Anguilla,NA,3,2020-04-30
Anguilla,NA,3,2020-05-01
Anguilla,NA,3,2020-05-02
Anguilla,NA,3,2020-05-03
Anguilla,NA,3,2020-05-04
Anguilla,NA,3,2020-05-05
Anguilla,NA,3,2020-05-06
Anguilla,NA,3,2020-05-07
Anguilla,NA,3,2020-05-08
Anguilla,NA,3,2020-05-09
Anguilla,NA,3,2020-05-10
Anguilla,NA,3,2020-05-11
Anguilla,NA,3,2020-05-12
Anguilla,NA,3,2020-05-13
Anguilla,NA,3,2020-05-14
Anguilla,NA,3,2020-05-15
Anguilla,NA,3,2020-05-16
Anguilla,NA,3,2020-05-17
Anguilla,NA,3,2020-05-18
Anguilla,NA,3,2020-05-19
Anguilla,NA,3,2020-05-20
Anguilla,NA,3,2020-05-21
Anguilla,NA,3,2020-05-22
Anguilla,NA,3,2020-05-23
Anguilla,NA,3,2020-05-24
Anguilla,NA,3,2020-05-25
Anguilla,NA,3,2020-05-26
Anguilla,NA,3,2020-05-27
Anguilla,NA,3,2020-05-28
Anguilla,NA,3,2020-05-29
Anguilla,NA,3,2020-05-30
Anguilla,NA,3,2020-05-31
Anguilla,NA,3,2020-06-01
Anguilla,NA,3,2020-06-02
Anguilla,NA,3,2020-06-03
Anguilla,NA,3,2020-06-04
Anguilla,NA,3,2020-06-05
Anguilla,NA,3,2020-06-06
Anguilla,NA,3,2020-06-07
Anguilla,NA,3,2020-06-08
Anguilla,NA,3,2020-06-09
Anguilla,NA,3,2020-06-10
Anguilla,NA,3,2020-06-11
Anguilla,NA,3,2020-06-12
Anguilla,NA,3,2020-06-13
Anguilla,NA,3,2020-06-14
Anguilla,NA,3,2020-06-15
Anguilla,NA,3,2020-06-16
Anguilla,NA,3,2020-06-17
Anguilla,NA,3,2020-06-18
Anguilla,NA,3,2020-06-19
Anguilla,NA,3,2020-06-20
Anguilla,NA,3,2020-06-21
Anguilla,NA,3,2020-06-22
Anguilla,NA,3,2020-06-23
Anguilla,NA,3,2020-06-24
Anguilla,NA,3,2020-06-25
Anguilla,NA,3,2020-06-26
Anguilla,NA,3,2020-06-27
Anguilla,NA,3,2020-06-28
Anguilla,NA,3,2020-06-29
Anguilla,NA,3,2020-06-30
Anguilla,NA,3,2020-07-01
Anguilla,NA,3,2020-07-02
Anguilla,NA,3,2020-07-03
Anguilla,NA,3,2020-07-04
Anguilla,NA,3,2020-07-05
Anguilla,NA,3,2020-07-06
Anguilla,NA,3,2020-07-07
Anguilla,NA,3,2020-07-08
Anguilla,NA,3,2020-07-09
Anguilla,NA,3,2020-07-10
Anguilla,NA,3,2020-07-11
Anguilla,NA,3,2020-07-12
Anguilla,NA,3,2020-07-13
Anguilla,NA,3,2020-07-14
Anguilla,NA,3,2020-07-15
Anguilla,NA,3,2020-07-16
Anguilla,NA,3,2020-07-17
Anguilla,NA,3,2020-07-18
Anguilla,NA,3,2020-07-19
Anguilla,NA,3,2020-07-20
Anguilla,NA,3,2020-07-21
Anguilla,NA,3,2020-07-22
Anguilla,NA,3,2020-07-23
Anguilla,NA,3,2020-07-24
Anguilla,NA,3,2020-07-25
Anguilla,NA,3,2020-07-26
Anguilla,NA,3,2020-07-27
Anguilla,NA,3,2020-07-28
Anguilla,NA,3,2020-07-29
Anguilla,NA,3,2020-07-30
Anguilla,NA,3,2020-07-31
Anguilla,NA,3,2020-08-01
Anguilla,NA,3,2020-08-02
Anguilla,NA,3,2020-08-03
Anguilla,NA,3,2020-08-04
Anguilla,NA,3,2020-08-05
Anguilla,NA,3,2020-08-06
Anguilla,NA,3,2020-08-07
Anguilla,NA,3,2020-08-08
Anguilla,NA,3,2020-08-09
Anguilla,NA,3,2020-08-10
Albania,10.08,2,2020-03-09
Albania,10.08,6,2020-03-10
Albania,10.08,10,2020-03-11
Albania,10.08,11,2020-03-12
Albania,10.08,23,2020-03-13
Albania,10.08,33,2020-03-14
Albania,10.08,38,2020-03-15
Albania,10.08,42,2020-03-16
Albania,10.08,51,2020-03-17
Albania,10.08,55,2020-03-18
Albania,10.08,59,2020-03-19
Albania,10.08,70,2020-03-20
Albania,10.08,70,2020-03-21
Albania,10.08,76,2020-03-22
Albania,10.08,89,2020-03-23
Albania,10.08,100,2020-03-24
Albania,10.08,123,2020-03-25
Albania,10.08,146,2020-03-26
Albania,10.08,174,2020-03-27
Albania,10.08,186,2020-03-28
Albania,10.08,197,2020-03-29
Albania,10.08,212,2020-03-30
Albania,10.08,223,2020-03-31
Albania,10.08,243,2020-04-01
Albania,10.08,259,2020-04-02
Albania,10.08,277,2020-04-03
Albania,10.08,304,2020-04-04
Albania,10.08,333,2020-04-05
Albania,10.08,361,2020-04-06
Albania,10.08,377,2020-04-07
Albania,10.08,383,2020-04-08
Albania,10.08,400,2020-04-09
Albania,10.08,409,2020-04-10
Albania,10.08,416,2020-04-11
Albania,10.08,433,2020-04-12
Albania,10.08,446,2020-04-13
Albania,10.08,467,2020-04-14
Albania,10.08,475,2020-04-15
Albania,10.08,494,2020-04-16
Albania,10.08,518,2020-04-17
Albania,10.08,539,2020-04-18
Albania,10.08,548,2020-04-19
Albania,10.08,562,2020-04-20
Albania,10.08,584,2020-04-21
Albania,10.08,609,2020-04-22
Albania,10.08,634,2020-04-23
Albania,10.08,663,2020-04-24
Albania,10.08,678,2020-04-25
Albania,10.08,712,2020-04-26
Albania,10.08,726,2020-04-27
Albania,10.08,736,2020-04-28
Albania,10.08,750,2020-04-29
Albania,10.08,766,2020-04-30
Albania,10.08,773,2020-05-01
Albania,10.08,782,2020-05-02
Albania,10.08,789,2020-05-03
Albania,10.08,795,2020-05-04
Albania,10.08,803,2020-05-05
Albania,10.08,820,2020-05-06
Albania,10.08,832,2020-05-07
Albania,10.08,842,2020-05-08
Albania,10.08,850,2020-05-09
Albania,10.08,856,2020-05-10
Albania,10.08,868,2020-05-11
Albania,10.08,872,2020-05-12
Albania,10.08,876,2020-05-13
Albania,10.08,880,2020-05-14
Albania,10.08,898,2020-05-15
Albania,10.08,916,2020-05-16
Albania,10.08,933,2020-05-17
Albania,10.08,946,2020-05-18
Albania,10.08,948,2020-05-19
Albania,10.08,949,2020-05-20
Albania,10.08,964,2020-05-21
Albania,10.08,969,2020-05-22
Albania,10.08,981,2020-05-23
Albania,10.08,989,2020-05-24
Albania,10.08,998,2020-05-25
Albania,10.08,1004,2020-05-26
Albania,10.08,1029,2020-05-27
Albania,10.08,1050,2020-05-28
Albania,10.08,1076,2020-05-29
Albania,10.08,1099,2020-05-30
Albania,10.08,1122,2020-05-31
Albania,10.08,1137,2020-06-01
Albania,10.08,1143,2020-06-02
Albania,10.08,1164,2020-06-03
Albania,10.08,1184,2020-06-04
Albania,10.08,1197,2020-06-05
Albania,10.08,1212,2020-06-06
Albania,10.08,1232,2020-06-07
Albania,10.08,1246,2020-06-08
Albania,10.08,1263,2020-06-09
Albania,10.08,1299,2020-06-10
Albania,10.08,1341,2020-06-11
Albania,10.08,1385,2020-06-12
Albania,10.08,1416,2020-06-13
Albania,10.08,1464,2020-06-14
Albania,10.08,1521,2020-06-15
Albania,10.08,1590,2020-06-16
Albania,10.08,1672,2020-06-17
Albania,10.08,1722,2020-06-18
Albania,10.08,1788,2020-06-19
Albania,10.08,1838,2020-06-20
Albania,10.08,1891,2020-06-21
Albania,10.08,1927,2020-06-22
Albania,10.08,1995,2020-06-23
Albania,10.08,2047,2020-06-24
Albania,10.08,2114,2020-06-25
Albania,10.08,2192,2020-06-26
Albania,10.08,2269,2020-06-27
Albania,10.08,2330,2020-06-28
Albania,10.08,2402,2020-06-29
Albania,10.08,2466,2020-06-30
Albania,10.08,2535,2020-07-01
Albania,10.08,2580,2020-07-02
Albania,10.08,2662,2020-07-03
Albania,10.08,2752,2020-07-04
Albania,10.08,2819,2020-07-05
Albania,10.08,2893,2020-07-06
Albania,10.08,2964,2020-07-07
Albania,10.08,3038,2020-07-08
Albania,10.08,3106,2020-07-09
Albania,10.08,3188,2020-07-10
