location,diabetes_prevalence,total_cases,date
Algeria,6.73,60,2020-03-18
Algeria,6.73,72,2020-03-19
Algeria,6.73,90,2020-03-20
Algeria,6.73,102,2020-03-21
Algeria,6.73,139,2020-03-22
Algeria,6.73,201,2020-03-23
Algeria,6.73,230,2020-03-24
Algeria,6.73,264,2020-03-25
Algeria,6.73,302,2020-03-26
Algeria,6.73,367,2020-03-27
Algeria,6.73,409,2020-03-28
Algeria,6.73,454,2020-03-29
Algeria,6.73,511,2020-03-30
Algeria,6.73,584,2020-03-31
Algeria,6.73,716,2020-04-01
Algeria,6.73,847,2020-04-02
Algeria,6.73,986,2020-04-03
Algeria,6.73,1171,2020-04-04
Algeria,6.73,1251,2020-04-05
Algeria,6.73,1320,2020-04-06
Algeria,6.73,1423,2020-04-07
Algeria,6.73,1468,2020-04-08
Algeria,6.73,1572,2020-04-09
Algeria,6.73,1666,2020-04-10
Algeria,6.73,1761,2020-04-11
Algeria,6.73,1825,2020-04-12
Algeria,6.73,1914,2020-04-13
Algeria,6.73,1983,2020-04-14
Algeria,6.73,2070,2020-04-15
Algeria,6.73,2160,2020-04-16
Algeria,6.73,2268,2020-04-17
Algeria,6.73,2418,2020-04-18
Algeria,6.73,2535,2020-04-19
Algeria,6.73,2629,2020-04-20
Algeria,6.73,2718,2020-04-21
Algeria,6.73,2811,2020-04-22
Algeria,6.73,2910,2020-04-23
Algeria,6.73,3007,2020-04-24
Algeria,6.73,3127,2020-04-25
Algeria,6.73,3256,2020-04-26
Algeria,6.73,3382,2020-04-27
Algeria,6.73,3517,2020-04-28
Algeria,6.73,3649,2020-04-29
Algeria,6.73,3848,2020-04-30
Algeria,6.73,4006,2020-05-01
Algeria,6.73,4154,2020-05-02
Algeria,6.73,4295,2020-05-03
Algeria,6.73,4474,2020-05-04
Algeria,6.73,4648,2020-05-05
Algeria,6.73,4838,2020-05-06
Algeria,6.73,4997,2020-05-07
Algeria,6.73,5182,2020-05-08
Algeria,6.73,5369,2020-05-09
Algeria,6.73,5558,2020-05-10
Algeria,6.73,5723,2020-05-11
Algeria,6.73,5891,2020-05-12
Algeria,6.73,6067,2020-05-13
Algeria,6.73,6253,2020-05-14
Algeria,6.73,6442,2020-05-15
Algeria,6.73,6629,2020-05-16
Algeria,6.73,6821,2020-05-17
Algeria,6.73,7019,2020-05-18
Algeria,6.73,7201,2020-05-19
Algeria,6.73,7377,2020-05-20
Algeria,6.73,7542,2020-05-21
Algeria,6.73,7728,2020-05-22
Algeria,6.73,7918,2020-05-23
Algeria,6.73,8113,2020-05-24
Algeria,6.73,8306,2020-05-25
Algeria,6.73,8503,2020-05-26
Algeria,6.73,8697,2020-05-27
Algeria,6.73,8857,2020-05-28
Algeria,6.73,8997,2020-05-29
Algeria,6.73,9134,2020-05-30
Algeria,6.73,9267,2020-05-31
Algeria,6.73,9394,2020-06-01
Algeria,6.73,9513,2020-06-02
Algeria,6.73,9626,2020-06-03
Algeria,6.73,9626,2020-06-04
Algeria,6.73,9831,2020-06-05
Algeria,6.73,9935,2020-06-06
Algeria,6.73,10050,2020-06-07
Algeria,6.73,10154,2020-06-08
Algeria,6.73,10265,2020-06-09
Algeria,6.73,10382,2020-06-10
Algeria,6.73,10484,2020-06-11
Algeria,6.73,10589,2020-06-12
Algeria,6.73,10698,2020-06-13
Algeria,6.73,10810,2020-06-14
Algeria,6.73,10919,2020-06-15
Algeria,6.73,11031,2020-06-16
Algeria,6.73,11147,2020-06-17
Algeria,6.73,11268,2020-06-18
Algeria,6.73,11385,2020-06-19
Algeria,6.73,11504,2020-06-20
Algeria,6.73,11631,2020-06-21
Algeria,6.73,11771,2020-06-22
Algeria,6.73,11920,2020-06-23
Algeria,6.73,12076,2020-06-24
Algeria,6.73,12248,2020-06-25
Algeria,6.73,12445,2020-06-26
Algeria,6.73,12685,2020-06-27
Algeria,6.73,12968,2020-06-28
Algeria,6.73,13273,2020-06-29
Algeria,6.73,13571,2020-06-30
Algeria,6.73,13907,2020-07-01
Algeria,6.73,14272,2020-07-02
Algeria,6.73,14657,2020-07-03
Algeria,6.73,15070,2020-07-04
Algeria,6.73,15500,2020-07-05
Algeria,6.73,15941,2020-07-06
Algeria,6.73,16404,2020-07-07
Algeria,6.73,16879,2020-07-08
Algeria,6.73,17348,2020-07-09
Algeria,6.73,17808,2020-07-10
Algeria,6.73,18242,2020-07-11
Algeria,6.73,18712,2020-07-12
Algeria,6.73,19195,2020-07-13
Algeria,6.73,19689,2020-07-14
Algeria,6.73,20216,2020-07-15
Algeria,6.73,20770,2020-07-16
Algeria,6.73,21355,2020-07-17
Algeria,6.73,21948,2020-07-18
Algeria,6.73,22549,2020-07-19
Algeria,6.73,23084,2020-07-20
Algeria,6.73,23691,2020-07-21
Algeria,6.73,24278,2020-07-22
Algeria,6.73,24872,2020-07-23
Algeria,6.73,25484,2020-07-24
Algeria,6.73,26159,2020-07-25
Algeria,6.73,26764,2020-07-26
Algeria,6.73,27357,2020-07-27
Algeria,6.73,27973,2020-07-28
Algeria,6.73,28615,2020-07-29
Algeria,6.73,29229,2020-07-30
Algeria,6.73,29831,2020-07-31
Algeria,6.73,30394,2020-08-01
Algeria,6.73,30950,2020-08-02
Algeria,6.73,31465,2020-08-03
Algeria,6.73,31972,2020-08-04
Algeria,6.73,32504,2020-08-05
Algeria,6.73,33055,2020-08-06
Algeria,6.73,33626,2020-08-07
Algeria,6.73,34155,2020-08-08
Algeria,6.73,34693,2020-08-09
Algeria,6.73,35214,2020-08-10
Ecuador,5.55,0,2019-12-31
Ecuador,5.55,0,2020-01-01
Ecuador,5.55,0,2020-01-02
Ecuador,5.55,0,2020-01-03
Ecuador,5.55,0,2020-01-04
Ecuador,5.55,0,2020-01-05
Ecuador,5.55,0,2020-01-06
Ecuador,5.55,0,2020-01-07
Ecuador,5.55,0,2020-01-08
Ecuador,5.55,0,2020-01-09
Ecuador,5.55,0,2020-01-10
Ecuador,5.55,0,2020-01-11
Ecuador,5.55,0,2020-01-12
Ecuador,5.55,0,2020-01-13
Ecuador,5.55,0,2020-01-14
Ecuador,5.55,0,2020-01-15
Ecuador,5.55,0,2020-01-16
Ecuador,5.55,0,2020-01-17
Ecuador,5.55,0,2020-01-18
Ecuador,5.55,0,2020-01-19
Ecuador,5.55,0,2020-01-20
Ecuador,5.55,0,2020-01-21
Ecuador,5.55,0,2020-01-22
Ecuador,5.55,0,2020-01-23
Ecuador,5.55,0,2020-01-24
Ecuador,5.55,0,2020-01-25
Ecuador,5.55,0,2020-01-26
Ecuador,5.55,0,2020-01-27
Ecuador,5.55,0,2020-01-28
Ecuador,5.55,0,2020-01-29
Ecuador,5.55,0,2020-01-30
Ecuador,5.55,0,2020-01-31
Ecuador,5.55,0,2020-02-01
Ecuador,5.55,0,2020-02-02
Ecuador,5.55,0,2020-02-03
Ecuador,5.55,0,2020-02-04
Ecuador,5.55,0,2020-02-05
Ecuador,5.55,0,2020-02-06
Ecuador,5.55,0,2020-02-07
Ecuador,5.55,0,2020-02-08
Ecuador,5.55,0,2020-02-09
Ecuador,5.55,0,2020-02-10
Ecuador,5.55,0,2020-02-11
Ecuador,5.55,0,2020-02-12
Ecuador,5.55,0,2020-02-13
Ecuador,5.55,0,2020-02-14
Ecuador,5.55,0,2020-02-15
Ecuador,5.55,0,2020-02-16
Ecuador,5.55,0,2020-02-17
Ecuador,5.55,0,2020-02-18
Ecuador,5.55,0,2020-02-19
Ecuador,5.55,0,2020-02-20
Ecuador,5.55,0,2020-02-21
Ecuador,5.55,0,2020-02-22
Ecuador,5.55,0,2020-02-23
Ecuador,5.55,0,2020-02-24
Ecuador,5.55,0,2020-02-25
Ecuador,5.55,0,2020-02-26
Ecuador,5.55,0,2020-02-27
Ecuador,5.55,0,2020-02-28
Ecuador,5.55,0,2020-02-29
Ecuador,5.55,1,2020-03-01
Ecuador,5.55,6,2020-03-02
Ecuador,5.55,7,2020-03-03
Ecuador,5.55,10,2020-03-05
Ecuador,5.55,13,2020-03-06
Ecuador,5.55,14,2020-03-09
Ecuador,5.55,15,2020-03-10
Ecuador,5.55,17,2020-03-11
Ecuador,5.55,23,2020-03-14
Ecuador,5.55,28,2020-03-15
Ecuador,5.55,37,2020-03-16
Ecuador,5.55,58,2020-03-17
Ecuador,5.55,111,2020-03-18
Ecuador,5.55,168,2020-03-19
Ecuador,5.55,199,2020-03-20
Ecuador,5.55,426,2020-03-21
Ecuador,5.55,532,2020-03-22
Ecuador,5.55,789,2020-03-23
Ecuador,5.55,981,2020-03-24
Ecuador,5.55,1082,2020-03-25
Ecuador,5.55,1211,2020-03-26
Ecuador,5.55,1403,2020-03-27
Ecuador,5.55,1627,2020-03-28
Ecuador,5.55,1835,2020-03-29
Ecuador,5.55,1890,2020-03-30
Ecuador,5.55,1966,2020-03-31
Ecuador,5.55,2302,2020-04-01
Ecuador,5.55,2758,2020-04-02
Ecuador,5.55,3163,2020-04-03
Ecuador,5.55,3368,2020-04-04
Ecuador,5.55,3465,2020-04-05
Ecuador,5.55,3646,2020-04-06
Ecuador,5.55,3747,2020-04-07
Ecuador,5.55,3995,2020-04-08
Ecuador,5.55,4450,2020-04-09
Ecuador,5.55,4965,2020-04-10
Ecuador,5.55,7161,2020-04-11
Ecuador,5.55,7257,2020-04-12
Ecuador,5.55,7466,2020-04-13
Ecuador,5.55,7529,2020-04-14
Ecuador,5.55,7603,2020-04-15
Ecuador,5.55,7858,2020-04-16
Ecuador,5.55,8225,2020-04-17
Ecuador,5.55,8450,2020-04-18
Ecuador,5.55,9022,2020-04-19
Ecuador,5.55,9468,2020-04-20
Ecuador,5.55,10128,2020-04-21
Ecuador,5.55,10398,2020-04-22
Ecuador,5.55,10850,2020-04-23
Ecuador,5.55,11183,2020-04-24
Ecuador,5.55,11183,2020-04-25
Ecuador,5.55,11183,2020-04-26
Ecuador,5.55,22719,2020-04-27
Ecuador,5.55,23240,2020-04-28
Ecuador,5.55,24258,2020-04-29
Ecuador,5.55,24675,2020-04-30
Ecuador,5.55,24934,2020-05-01
Ecuador,5.55,26336,2020-05-02
Ecuador,5.55,27464,2020-05-03
Ecuador,5.55,29538,2020-05-04
Ecuador,5.55,31881,2020-05-05
Ecuador,5.55,31881,2020-05-06
Ecuador,5.55,29420,2020-05-07
Ecuador,5.55,30298,2020-05-08
Ecuador,5.55,28818,2020-05-09
Ecuador,5.55,29071,2020-05-10
Ecuador,5.55,29559,2020-05-11
Ecuador,5.55,29509,2020-05-12
Ecuador,5.55,30419,2020-05-13
Ecuador,5.55,30486,2020-05-14
Ecuador,5.55,30502,2020-05-15
Ecuador,5.55,31467,2020-05-16
Ecuador,5.55,32763,2020-05-17
Ecuador,5.55,33182,2020-05-18
Ecuador,5.55,33582,2020-05-19
Ecuador,5.55,34151,2020-05-20
Ecuador,5.55,34854,2020-05-21
Ecuador,5.55,35306,2020-05-22
Ecuador,5.55,35828,2020-05-23
Ecuador,5.55,36258,2020-05-24
Ecuador,5.55,36756,2020-05-25
Ecuador,5.55,37355,2020-05-26
Ecuador,5.55,37355,2020-05-27
Ecuador,5.55,38103,2020-05-28
Ecuador,5.55,38471,2020-05-29
Ecuador,5.55,38571,2020-05-30
Ecuador,5.55,38571,2020-05-31
Ecuador,5.55,39098,2020-06-01
Ecuador,5.55,39994,2020-06-02
Ecuador,5.55,40414,2020-06-03
Ecuador,5.55,40966,2020-06-04
Ecuador,5.55,40966,2020-06-05
Ecuador,5.55,41575,2020-06-06
Ecuador,5.55,42728,2020-06-07
Ecuador,5.55,43120,2020-06-08
Ecuador,5.55,43378,2020-06-09
Ecuador,5.55,43917,2020-06-10
Ecuador,5.55,44440,2020-06-11
Ecuador,5.55,44440,2020-06-12
Ecuador,5.55,45778,2020-06-13
Ecuador,5.55,46356,2020-06-14
Ecuador,5.55,46751,2020-06-15
Ecuador,5.55,47322,2020-06-16
Ecuador,5.55,47943,2020-06-17
Ecuador,5.55,48490,2020-06-18
Ecuador,5.55,49097,2020-06-19
Ecuador,5.55,49731,2020-06-20
Ecuador,5.55,50183,2020-06-21
Ecuador,5.55,50640,2020-06-22
Ecuador,5.55,50640,2020-06-23
Ecuador,5.55,51643,2020-06-24
Ecuador,5.55,52334,2020-06-25
Ecuador,5.55,53156,2020-06-26
Ecuador,5.55,53856,2020-06-27
Ecuador,5.55,54574,2020-06-28
Ecuador,5.55,55255,2020-06-29
Ecuador,5.55,55665,2020-06-30
Ecuador,5.55,56432,2020-07-01
Ecuador,5.55,58257,2020-07-02
Ecuador,5.55,59468,2020-07-03
Ecuador,5.55,60657,2020-07-04
Ecuador,5.55,61535,2020-07-05
Ecuador,5.55,61958,2020-07-06
Ecuador,5.55,62380,2020-07-07
Ecuador,5.55,63245,2020-07-08
Ecuador,5.55,64221,2020-07-09
Ecuador,5.55,65018,2020-07-10
Ecuador,5.55,65801,2020-07-11
Ecuador,5.55,67209,2020-07-12
Ecuador,5.55,67870,2020-07-13
Ecuador,5.55,68459,2020-07-14
Ecuador,5.55,69570,2020-07-15
Ecuador,5.55,70329,2020-07-16
Ecuador,5.55,71365,2020-07-17
Ecuador,5.55,72444,2020-07-18
Ecuador,5.55,73382,2020-07-19
Ecuador,5.55,74013,2020-07-20
Ecuador,5.55,74620,2020-07-21
Ecuador,5.55,76217,2020-07-22
Ecuador,5.55,77257,2020-07-23
Ecuador,5.55,78148,2020-07-24
Ecuador,5.55,79049,2020-07-25
Ecuador,5.55,80036,2020-07-26
Ecuador,5.55,80694,2020-07-27
Ecuador,5.55,81161,2020-07-28
Ecuador,5.55,82279,2020-07-29
Ecuador,5.55,83193,2020-07-30
Ecuador,5.55,84370,2020-07-31
Ecuador,5.55,85355,2020-08-01
Ecuador,5.55,86232,2020-08-02
Ecuador,5.55,86524,2020-08-03
Ecuador,5.55,87041,2020-08-04
Ecuador,5.55,87963,2020-08-05
Ecuador,5.55,88866,2020-08-06
Ecuador,5.55,90537,2020-08-07
Ecuador,5.55,91969,2020-08-08
Ecuador,5.55,93572,2020-08-09
Ecuador,5.55,94459,2020-08-10
Egypt,17.31,0,2019-12-31
Egypt,17.31,0,2020-01-01
Egypt,17.31,0,2020-01-02
Egypt,17.31,0,2020-01-03
Egypt,17.31,0,2020-01-04
Egypt,17.31,0,2020-01-05
Egypt,17.31,0,2020-01-06
Egypt,17.31,0,2020-01-07
Egypt,17.31,0,2020-01-08
Egypt,17.31,0,2020-01-09
Egypt,17.31,0,2020-01-10
Egypt,17.31,0,2020-01-11
Egypt,17.31,0,2020-01-12
Egypt,17.31,0,2020-01-13
Egypt,17.31,0,2020-01-14
Egypt,17.31,0,2020-01-15
Egypt,17.31,0,2020-01-16
Egypt,17.31,0,2020-01-17
Egypt,17.31,0,2020-01-18
Egypt,17.31,0,2020-01-19
Egypt,17.31,0,2020-01-20
Egypt,17.31,0,2020-01-21
Egypt,17.31,0,2020-01-22
Egypt,17.31,0,2020-01-23
Egypt,17.31,0,2020-01-24
Egypt,17.31,0,2020-01-25
Egypt,17.31,0,2020-01-26
Egypt,17.31,0,2020-01-27
Egypt,17.31,0,2020-01-28
Egypt,17.31,0,2020-01-29
Egypt,17.31,0,2020-01-30
Egypt,17.31,0,2020-01-31
Egypt,17.31,0,2020-02-01
Egypt,17.31,0,2020-02-02
Egypt,17.31,0,2020-02-03
Egypt,17.31,0,2020-02-04
Egypt,17.31,0,2020-02-05
Egypt,17.31,0,2020-02-06
Egypt,17.31,0,2020-02-07
Egypt,17.31,0,2020-02-08
Egypt,17.31,0,2020-02-09
Egypt,17.31,0,2020-02-10
Egypt,17.31,0,2020-02-11
Egypt,17.31,0,2020-02-12
Egypt,17.31,0,2020-02-13
Egypt,17.31,0,2020-02-14
Egypt,17.31,1,2020-02-15
Egypt,17.31,1,2020-02-16
Egypt,17.31,1,2020-02-17
Egypt,17.31,1,2020-02-18
Egypt,17.31,1,2020-02-19
Egypt,17.31,1,2020-02-20
Egypt,17.31,1,2020-02-21
Egypt,17.31,1,2020-02-22
Egypt,17.31,1,2020-02-23
Egypt,17.31,1,2020-02-24
Egypt,17.31,1,2020-02-25
Egypt,17.31,1,2020-02-26
Egypt,17.31,1,2020-02-27
Egypt,17.31,1,2020-02-28
Egypt,17.31,1,2020-02-29
Egypt,17.31,1,2020-03-01
Egypt,17.31,2,2020-03-02
Egypt,17.31,3,2020-03-06
Egypt,17.31,15,2020-03-07
Egypt,17.31,49,2020-03-09
Egypt,17.31,55,2020-03-10
Egypt,17.31,59,2020-03-11
Egypt,17.31,60,2020-03-12
Egypt,17.31,80,2020-03-13
Egypt,17.31,93,2020-03-14
Egypt,17.31,93,2020-03-15
Egypt,17.31,110,2020-03-16
Egypt,17.31,126,2020-03-17
Egypt,17.31,166,2020-03-18
Egypt,17.31,196,2020-03-19
Egypt,17.31,210,2020-03-20
Egypt,17.31,256,2020-03-21
Egypt,17.31,285,2020-03-22
Egypt,17.31,294,2020-03-23
Egypt,17.31,327,2020-03-24
Egypt,17.31,366,2020-03-25
Egypt,17.31,442,2020-03-26
Egypt,17.31,456,2020-03-27
Egypt,17.31,495,2020-03-28
Egypt,17.31,536,2020-03-29
Egypt,17.31,576,2020-03-30
Egypt,17.31,609,2020-03-31
Egypt,17.31,656,2020-04-01
Egypt,17.31,710,2020-04-02
Egypt,17.31,779,2020-04-03
Egypt,17.31,779,2020-04-04
Egypt,17.31,985,2020-04-05
Egypt,17.31,1070,2020-04-06
Egypt,17.31,1073,2020-04-07
Egypt,17.31,1322,2020-04-08
Egypt,17.31,1560,2020-04-09
Egypt,17.31,1699,2020-04-10
Egypt,17.31,1794,2020-04-11
Egypt,17.31,1939,2020-04-12
Egypt,17.31,2065,2020-04-13
Egypt,17.31,2190,2020-04-14
Egypt,17.31,2350,2020-04-15
Egypt,17.31,2505,2020-04-16
Egypt,17.31,2673,2020-04-17
Egypt,17.31,2844,2020-04-18
Egypt,17.31,3032,2020-04-19
Egypt,17.31,3144,2020-04-20
Egypt,17.31,3333,2020-04-21
Egypt,17.31,3490,2020-04-22
Egypt,17.31,3490,2020-04-23
Egypt,17.31,3659,2020-04-24
Egypt,17.31,4092,2020-04-25
Egypt,17.31,4319,2020-04-26
Egypt,17.31,4319,2020-04-27
Egypt,17.31,4782,2020-04-28
Egypt,17.31,5042,2020-04-29
Egypt,17.31,5268,2020-04-30
Egypt,17.31,5537,2020-05-01
Egypt,17.31,5895,2020-05-02
Egypt,17.31,6193,2020-05-03
Egypt,17.31,6465,2020-05-04
Egypt,17.31,6813,2020-05-05
Egypt,17.31,7201,2020-05-06
Egypt,17.31,7588,2020-05-07
Egypt,17.31,7981,2020-05-08
Egypt,17.31,8476,2020-05-09
Egypt,17.31,8964,2020-05-10
Egypt,17.31,9400,2020-05-11
Egypt,17.31,9746,2020-05-12
Egypt,17.31,10093,2020-05-13
Egypt,17.31,10431,2020-05-14
Egypt,17.31,10829,2020-05-15
Egypt,17.31,11228,2020-05-16
Egypt,17.31,11719,2020-05-17
Egypt,17.31,12229,2020-05-18
Egypt,17.31,12764,2020-05-19
Egypt,17.31,13484,2020-05-20
Egypt,17.31,14229,2020-05-21
Egypt,17.31,15003,2020-05-22
Egypt,17.31,15786,2020-05-23
Egypt,17.31,16613,2020-05-24
Egypt,17.31,17265,2020-05-25
Egypt,17.31,17967,2020-05-26
Egypt,17.31,18756,2020-05-27
Egypt,17.31,19666,2020-05-28
Egypt,17.31,20793,2020-05-29
Egypt,17.31,22082,2020-05-30
Egypt,17.31,23449,2020-05-31
Egypt,17.31,24985,2020-06-01
Egypt,17.31,26384,2020-06-02
Egypt,17.31,27536,2020-06-03
Egypt,17.31,28615,2020-06-04
Egypt,17.31,29767,2020-06-05
Egypt,17.31,31115,2020-06-06
Egypt,17.31,32612,2020-06-07
Egypt,17.31,34079,2020-06-08
Egypt,17.31,35444,2020-06-09
Egypt,17.31,36829,2020-06-10
Egypt,17.31,38284,2020-06-11
Egypt,17.31,39726,2020-06-12
Egypt,17.31,41304,2020-06-13
Egypt,17.31,42980,2020-06-14
Egypt,17.31,44598,2020-06-15
Egypt,17.31,46289,2020-06-16
Egypt,17.31,47856,2020-06-17
Egypt,17.31,49219,2020-06-18
Egypt,17.31,50437,2020-06-19
Egypt,17.31,52211,2020-06-20
Egypt,17.31,53758,2020-06-21
Egypt,17.31,55233,2020-06-22
Egypt,17.31,56809,2020-06-23
Egypt,17.31,58141,2020-06-24
Egypt,17.31,59561,2020-06-25
Egypt,17.31,61130,2020-06-26
Egypt,17.31,62755,2020-06-27
Egypt,17.31,63923,2020-06-28
Egypt,17.31,65188,2020-06-29
Egypt,17.31,66754,2020-06-30
Egypt,17.31,68311,2020-07-01
Egypt,17.31,69814,2020-07-02
Egypt,17.31,71299,2020-07-03
Egypt,17.31,72711,2020-07-04
Egypt,17.31,74035,2020-07-05
Egypt,17.31,75253,2020-07-06
Egypt,17.31,76222,2020-07-07
Egypt,17.31,77279,2020-07-08
Egypt,17.31,78304,2020-07-09
Egypt,17.31,79254,2020-07-10
Egypt,17.31,80235,2020-07-11
Egypt,17.31,81158,2020-07-12
Egypt,17.31,82070,2020-07-13
Egypt,17.31,83001,2020-07-14
Egypt,17.31,83930,2020-07-15
Egypt,17.31,84843,2020-07-16
Egypt,17.31,85771,2020-07-17
Egypt,17.31,86474,2020-07-18
Egypt,17.31,87172,2020-07-19
Egypt,17.31,87775,2020-07-20
Egypt,17.31,88402,2020-07-21
Egypt,17.31,89078,2020-07-22
Egypt,17.31,89745,2020-07-23
Egypt,17.31,90413,2020-07-24
Egypt,17.31,91072,2020-07-25
Egypt,17.31,91583,2020-07-26
Egypt,17.31,92062,2020-07-27
Egypt,17.31,92482,2020-07-28
Egypt,17.31,92947,2020-07-29
Egypt,17.31,93356,2020-07-30
Egypt,17.31,93757,2020-07-31
Egypt,17.31,94078,2020-08-01
Egypt,17.31,94316,2020-08-02
Egypt,17.31,94483,2020-08-03
Egypt,17.31,94640,2020-08-04
Egypt,17.31,94752,2020-08-05
Egypt,17.31,94875,2020-08-06
Egypt,17.31,95006,2020-08-07
Egypt,17.31,95147,2020-08-08
Egypt,17.31,95314,2020-08-09
Egypt,17.31,95492,2020-08-10
Eritrea,6.05,1,2020-03-22
Eritrea,6.05,1,2020-03-23
Eritrea,6.05,1,2020-03-24
Eritrea,6.05,1,2020-03-25
Eritrea,6.05,4,2020-03-26
Eritrea,6.05,6,2020-03-27
Eritrea,6.05,6,2020-03-28
Eritrea,6.05,6,2020-03-29
Eritrea,6.05,12,2020-03-30
Eritrea,6.05,12,2020-03-31
Eritrea,6.05,15,2020-04-01
Eritrea,6.05,18,2020-04-02
Eritrea,6.05,22,2020-04-03
Eritrea,6.05,22,2020-04-04
Eritrea,6.05,29,2020-04-05
Eritrea,6.05,29,2020-04-06
Eritrea,6.05,31,2020-04-07
Eritrea,6.05,31,2020-04-08
Eritrea,6.05,33,2020-04-09
Eritrea,6.05,33,2020-04-10
Eritrea,6.05,34,2020-04-11
Eritrea,6.05,34,2020-04-12
Eritrea,6.05,34,2020-04-13
Eritrea,6.05,34,2020-04-14
Eritrea,6.05,35,2020-04-15
Eritrea,6.05,35,2020-04-16
Eritrea,6.05,35,2020-04-17
Eritrea,6.05,35,2020-04-18
Eritrea,6.05,35,2020-04-19
Eritrea,6.05,39,2020-04-20
Eritrea,6.05,39,2020-04-21
Eritrea,6.05,39,2020-04-22
Eritrea,6.05,39,2020-04-23
Eritrea,6.05,39,2020-04-24
Eritrea,6.05,39,2020-04-25
Eritrea,6.05,39,2020-04-26
Eritrea,6.05,39,2020-04-27
Eritrea,6.05,39,2020-04-28
Eritrea,6.05,39,2020-04-29
Eritrea,6.05,39,2020-04-30
Eritrea,6.05,39,2020-05-01
Eritrea,6.05,39,2020-05-02
Eritrea,6.05,39,2020-05-03
Eritrea,6.05,39,2020-05-04
Eritrea,6.05,39,2020-05-05
Eritrea,6.05,39,2020-05-06
Eritrea,6.05,39,2020-05-07
Eritrea,6.05,39,2020-05-08
Eritrea,6.05,39,2020-05-09
Eritrea,6.05,39,2020-05-10
Eritrea,6.05,39,2020-05-11
Eritrea,6.05,39,2020-05-12
Eritrea,6.05,39,2020-05-13
Eritrea,6.05,39,2020-05-14
Eritrea,6.05,39,2020-05-15
Eritrea,6.05,39,2020-05-16
Eritrea,6.05,39,2020-05-17
Eritrea,6.05,39,2020-05-18
Eritrea,6.05,39,2020-05-19
Eritrea,6.05,39,2020-05-20
Eritrea,6.05,39,2020-05-21
Eritrea,6.05,39,2020-05-22
Eritrea,6.05,39,2020-05-23
Eritrea,6.05,39,2020-05-24
Eritrea,6.05,39,2020-05-25
Eritrea,6.05,39,2020-05-26
Eritrea,6.05,39,2020-05-27
Eritrea,6.05,39,2020-05-28
Eritrea,6.05,39,2020-05-29
Eritrea,6.05,39,2020-05-30
Eritrea,6.05,39,2020-05-31
Eritrea,6.05,39,2020-06-01
Eritrea,6.05,39,2020-06-02
Eritrea,6.05,39,2020-06-03
Eritrea,6.05,40,2020-06-04
Eritrea,6.05,41,2020-06-05
Eritrea,6.05,41,2020-06-06
Eritrea,6.05,41,2020-06-07
Eritrea,6.05,41,2020-06-08
Eritrea,6.05,41,2020-06-09
Eritrea,6.05,41,2020-06-10
Eritrea,6.05,41,2020-06-11
Eritrea,6.05,41,2020-06-12
Eritrea,6.05,41,2020-06-13
Eritrea,6.05,65,2020-06-14
Eritrea,6.05,96,2020-06-15
Eritrea,6.05,109,2020-06-16
Eritrea,6.05,121,2020-06-17
Eritrea,6.05,131,2020-06-18
Eritrea,6.05,142,2020-06-19
Eritrea,6.05,142,2020-06-20
Eritrea,6.05,143,2020-06-21
Eritrea,6.05,143,2020-06-22
Eritrea,6.05,143,2020-06-23
Eritrea,6.05,143,2020-06-24
Eritrea,6.05,143,2020-06-25
Eritrea,6.05,144,2020-06-26
Eritrea,6.05,167,2020-06-27
Eritrea,6.05,191,2020-06-28
Eritrea,6.05,191,2020-06-29
Eritrea,6.05,191,2020-06-30
Eritrea,6.05,203,2020-07-01
Eritrea,6.05,203,2020-07-02
Eritrea,6.05,215,2020-07-03
Eritrea,6.05,215,2020-07-04
Eritrea,6.05,215,2020-07-05
Eritrea,6.05,215,2020-07-06
Eritrea,6.05,215,2020-07-07
Eritrea,6.05,215,2020-07-08
Eritrea,6.05,215,2020-07-09
Eritrea,6.05,232,2020-07-10
Eritrea,6.05,232,2020-07-11
Eritrea,6.05,232,2020-07-12
Eritrea,6.05,232,2020-07-13
Eritrea,6.05,232,2020-07-14
Eritrea,6.05,232,2020-07-15
Eritrea,6.05,232,2020-07-16
Eritrea,6.05,251,2020-07-17
Eritrea,6.05,251,2020-07-18
Eritrea,6.05,251,2020-07-19
Eritrea,6.05,251,2020-07-20
Eritrea,6.05,251,2020-07-21
Eritrea,6.05,251,2020-07-22
Eritrea,6.05,251,2020-07-23
Eritrea,6.05,261,2020-07-24
Eritrea,6.05,261,2020-07-25
Eritrea,6.05,263,2020-07-26
Eritrea,6.05,263,2020-07-27
Eritrea,6.05,265,2020-07-28
Eritrea,6.05,265,2020-07-29
Eritrea,6.05,265,2020-07-30
Eritrea,6.05,279,2020-07-31
Eritrea,6.05,279,2020-08-01
Eritrea,6.05,279,2020-08-02
Eritrea,6.05,279,2020-08-03
Eritrea,6.05,282,2020-08-04
Eritrea,6.05,282,2020-08-05
Eritrea,6.05,282,2020-08-06
Eritrea,6.05,282,2020-08-07
Eritrea,6.05,285,2020-08-08
Eritrea,6.05,285,2020-08-09
Eritrea,6.05,285,2020-08-10
Western Sahara,NA,6,2020-04-26
Western Sahara,NA,6,2020-04-27
Western Sahara,NA,6,2020-04-28
Western Sahara,NA,6,2020-04-29
Western Sahara,NA,6,2020-04-30
Western Sahara,NA,6,2020-05-01
Western Sahara,NA,6,2020-05-02
