location,cardiovasc_death_rate,total_cases,date
Aruba,NA,2,2020-03-13
Aruba,NA,4,2020-03-20
Aruba,NA,12,2020-03-24
Aruba,NA,17,2020-03-25
Aruba,NA,19,2020-03-26
Aruba,NA,28,2020-03-27
Aruba,NA,28,2020-03-28
Aruba,NA,28,2020-03-29
Aruba,NA,50,2020-03-30
Aruba,NA,55,2020-04-01
Aruba,NA,55,2020-04-02
Aruba,NA,60,2020-04-03
Aruba,NA,62,2020-04-04
Aruba,NA,64,2020-04-05
Aruba,NA,64,2020-04-06
Aruba,NA,71,2020-04-07
Aruba,NA,74,2020-04-08
Aruba,NA,77,2020-04-09
Aruba,NA,82,2020-04-10
Aruba,NA,86,2020-04-11
Aruba,NA,92,2020-04-12
Aruba,NA,92,2020-04-13
Aruba,NA,92,2020-04-14
Aruba,NA,92,2020-04-15
Aruba,NA,93,2020-04-16
Aruba,NA,95,2020-04-17
Aruba,NA,96,2020-04-18
Aruba,NA,96,2020-04-19
Aruba,NA,97,2020-04-20
Aruba,NA,97,2020-04-21
Aruba,NA,97,2020-04-22
Aruba,NA,100,2020-04-23
Aruba,NA,100,2020-04-24
Aruba,NA,100,2020-04-25
Aruba,NA,100,2020-04-26
Aruba,NA,100,2020-04-27
Aruba,NA,100,2020-04-28
Aruba,NA,100,2020-04-29
Aruba,NA,100,2020-04-30
Aruba,NA,100,2020-05-01
Aruba,NA,100,2020-05-02
Aruba,NA,100,2020-05-03
Aruba,NA,100,2020-05-04
Aruba,NA,100,2020-05-05
Aruba,NA,100,2020-05-06
Aruba,NA,101,2020-05-07
Aruba,NA,101,2020-05-08
Aruba,NA,101,2020-05-09
Aruba,NA,101,2020-05-10
Aruba,NA,101,2020-05-11
Aruba,NA,101,2020-05-12
Aruba,NA,101,2020-05-13
Aruba,NA,101,2020-05-14
Aruba,NA,101,2020-05-15
Aruba,NA,101,2020-05-16
Aruba,NA,101,2020-05-17
Aruba,NA,101,2020-05-18
Aruba,NA,101,2020-05-19
Aruba,NA,101,2020-05-20
Aruba,NA,101,2020-05-21
Aruba,NA,101,2020-05-22
Aruba,NA,101,2020-05-23
Aruba,NA,101,2020-05-24
Aruba,NA,101,2020-05-25
Aruba,NA,101,2020-05-26
Aruba,NA,101,2020-05-27
Aruba,NA,101,2020-05-28
Aruba,NA,101,2020-05-29
Aruba,NA,101,2020-05-30
Aruba,NA,101,2020-05-31
Aruba,NA,101,2020-06-01
Aruba,NA,101,2020-06-02
Aruba,NA,101,2020-06-03
Aruba,NA,101,2020-06-04
Aruba,NA,101,2020-06-05
Aruba,NA,101,2020-06-06
Aruba,NA,101,2020-06-07
Aruba,NA,101,2020-06-08
Aruba,NA,101,2020-06-09
Aruba,NA,101,2020-06-10
Aruba,NA,101,2020-06-11
Aruba,NA,101,2020-06-12
Aruba,NA,101,2020-06-13
Aruba,NA,101,2020-06-14
Aruba,NA,101,2020-06-15
Aruba,NA,101,2020-06-16
Aruba,NA,101,2020-06-17
Aruba,NA,101,2020-06-18
Aruba,NA,101,2020-06-19
Aruba,NA,101,2020-06-20
Aruba,NA,101,2020-06-21
Aruba,NA,101,2020-06-22
Aruba,NA,101,2020-06-23
Aruba,NA,101,2020-06-24
Aruba,NA,101,2020-06-25
Aruba,NA,101,2020-06-26
Aruba,NA,101,2020-06-27
Aruba,NA,101,2020-06-28
Aruba,NA,101,2020-06-29
Aruba,NA,103,2020-06-30
Aruba,NA,103,2020-07-01
Aruba,NA,103,2020-07-02
Aruba,NA,104,2020-07-03
Aruba,NA,104,2020-07-04
Aruba,NA,105,2020-07-05
Aruba,NA,105,2020-07-06
Aruba,NA,105,2020-07-07
Aruba,NA,105,2020-07-08
Aruba,NA,105,2020-07-09
Aruba,NA,105,2020-07-10
Aruba,NA,105,2020-07-11
Aruba,NA,105,2020-07-12
Aruba,NA,105,2020-07-13
Aruba,NA,105,2020-07-14
Aruba,NA,106,2020-07-15
Aruba,NA,106,2020-07-16
Aruba,NA,108,2020-07-17
Aruba,NA,108,2020-07-18
Aruba,NA,108,2020-07-19
Aruba,NA,113,2020-07-20
Aruba,NA,115,2020-07-21
Aruba,NA,117,2020-07-22
Aruba,NA,117,2020-07-23
Aruba,NA,117,2020-07-24
Aruba,NA,118,2020-07-25
Aruba,NA,119,2020-07-26
Aruba,NA,119,2020-07-27
Aruba,NA,119,2020-07-28
Aruba,NA,119,2020-07-29
Aruba,NA,119,2020-07-30
Aruba,NA,120,2020-07-31
Aruba,NA,121,2020-08-01
Aruba,NA,121,2020-08-02
Aruba,NA,122,2020-08-03
Aruba,NA,124,2020-08-04
Aruba,NA,132,2020-08-05
Aruba,NA,171,2020-08-06
Aruba,NA,263,2020-08-07
Aruba,NA,396,2020-08-08
Aruba,NA,509,2020-08-09
Aruba,NA,563,2020-08-10
Afghanistan,597.029,0,2019-12-31
Afghanistan,597.029,0,2020-01-01
Afghanistan,597.029,0,2020-01-02
Afghanistan,597.029,0,2020-01-03
Afghanistan,597.029,0,2020-01-04
Afghanistan,597.029,0,2020-01-05
Afghanistan,597.029,0,2020-01-06
Afghanistan,597.029,0,2020-01-07
Afghanistan,597.029,0,2020-01-08
Afghanistan,597.029,0,2020-01-09
Afghanistan,597.029,0,2020-01-10
Afghanistan,597.029,0,2020-01-11
Afghanistan,597.029,0,2020-01-12
Afghanistan,597.029,0,2020-01-13
Afghanistan,597.029,0,2020-01-14
Afghanistan,597.029,0,2020-01-15
Afghanistan,597.029,0,2020-01-16
Afghanistan,597.029,0,2020-01-17
Afghanistan,597.029,0,2020-01-18
Afghanistan,597.029,0,2020-01-19
Afghanistan,597.029,0,2020-01-20
Afghanistan,597.029,0,2020-01-21
Afghanistan,597.029,0,2020-01-22
Afghanistan,597.029,0,2020-01-23
Afghanistan,597.029,0,2020-01-24
Afghanistan,597.029,0,2020-01-25
Afghanistan,597.029,0,2020-01-26
Afghanistan,597.029,0,2020-01-27
Afghanistan,597.029,0,2020-01-28
Afghanistan,597.029,0,2020-01-29
Afghanistan,597.029,0,2020-01-30
Afghanistan,597.029,0,2020-01-31
Afghanistan,597.029,0,2020-02-01
Afghanistan,597.029,0,2020-02-02
Afghanistan,597.029,0,2020-02-03
Afghanistan,597.029,0,2020-02-04
Afghanistan,597.029,0,2020-02-05
Afghanistan,597.029,0,2020-02-06
Afghanistan,597.029,0,2020-02-07
Afghanistan,597.029,0,2020-02-08
Afghanistan,597.029,0,2020-02-09
Afghanistan,597.029,0,2020-02-10
Afghanistan,597.029,0,2020-02-11
Afghanistan,597.029,0,2020-02-12
Afghanistan,597.029,0,2020-02-13
Afghanistan,597.029,0,2020-02-14
Afghanistan,597.029,0,2020-02-15
Afghanistan,597.029,0,2020-02-16
Afghanistan,597.029,0,2020-02-17
Afghanistan,597.029,0,2020-02-18
Afghanistan,597.029,0,2020-02-19
Afghanistan,597.029,0,2020-02-20
Afghanistan,597.029,0,2020-02-21
Afghanistan,597.029,0,2020-02-22
Afghanistan,597.029,0,2020-02-23
Afghanistan,597.029,0,2020-02-24
Afghanistan,597.029,1,2020-02-25
Afghanistan,597.029,1,2020-02-26
Afghanistan,597.029,1,2020-02-27
Afghanistan,597.029,1,2020-02-28
Afghanistan,597.029,1,2020-02-29
Afghanistan,597.029,1,2020-03-01
Afghanistan,597.029,1,2020-03-02
Afghanistan,597.029,4,2020-03-08
Afghanistan,597.029,7,2020-03-11
Afghanistan,597.029,10,2020-03-15
Afghanistan,597.029,16,2020-03-16
Afghanistan,597.029,21,2020-03-17
Afghanistan,597.029,22,2020-03-18
Afghanistan,597.029,22,2020-03-19
Afghanistan,597.029,22,2020-03-20
Afghanistan,597.029,24,2020-03-21
Afghanistan,597.029,24,2020-03-22
Afghanistan,597.029,34,2020-03-23
Afghanistan,597.029,40,2020-03-24
Afghanistan,597.029,42,2020-03-25
Afghanistan,597.029,75,2020-03-26
Afghanistan,597.029,75,2020-03-27
Afghanistan,597.029,91,2020-03-28
Afghanistan,597.029,106,2020-03-29
Afghanistan,597.029,114,2020-03-30
Afghanistan,597.029,141,2020-03-31
Afghanistan,597.029,166,2020-04-01
Afghanistan,597.029,192,2020-04-02
Afghanistan,597.029,235,2020-04-03
Afghanistan,597.029,235,2020-04-04
Afghanistan,597.029,270,2020-04-05
Afghanistan,597.029,299,2020-04-06
Afghanistan,597.029,337,2020-04-07
Afghanistan,597.029,367,2020-04-08
Afghanistan,597.029,423,2020-04-09
Afghanistan,597.029,484,2020-04-10
Afghanistan,597.029,521,2020-04-11
Afghanistan,597.029,555,2020-04-12
Afghanistan,597.029,607,2020-04-13
Afghanistan,597.029,665,2020-04-14
Afghanistan,597.029,714,2020-04-15
Afghanistan,597.029,784,2020-04-16
Afghanistan,597.029,794,2020-04-17
Afghanistan,597.029,845,2020-04-18
Afghanistan,597.029,908,2020-04-19
Afghanistan,597.029,996,2020-04-20
Afghanistan,597.029,1031,2020-04-21
Afghanistan,597.029,1092,2020-04-22
Afghanistan,597.029,1176,2020-04-23
Afghanistan,597.029,1281,2020-04-24
Afghanistan,597.029,1351,2020-04-25
Afghanistan,597.029,1463,2020-04-26
Afghanistan,597.029,1531,2020-04-27
Afghanistan,597.029,1703,2020-04-28
Afghanistan,597.029,1827,2020-04-29
Afghanistan,597.029,1949,2020-04-30
Afghanistan,597.029,2171,2020-05-01
Afghanistan,597.029,2335,2020-05-02
Afghanistan,597.029,2469,2020-05-03
Afghanistan,597.029,2704,2020-05-04
Afghanistan,597.029,2894,2020-05-05
Afghanistan,597.029,3224,2020-05-06
Afghanistan,597.029,3392,2020-05-07
Afghanistan,597.029,3563,2020-05-08
Afghanistan,597.029,3778,2020-05-09
Afghanistan,597.029,4033,2020-05-10
Afghanistan,597.029,4402,2020-05-11
Afghanistan,597.029,4687,2020-05-12
Afghanistan,597.029,4967,2020-05-13
Afghanistan,597.029,5226,2020-05-14
Afghanistan,597.029,5339,2020-05-15
Afghanistan,597.029,6402,2020-05-16
Afghanistan,597.029,6402,2020-05-17
Afghanistan,597.029,6664,2020-05-18
Afghanistan,597.029,7072,2020-05-19
Afghanistan,597.029,7653,2020-05-20
Afghanistan,597.029,8145,2020-05-21
Afghanistan,597.029,8676,2020-05-22
Afghanistan,597.029,9216,2020-05-23
Afghanistan,597.029,9998,2020-05-24
Afghanistan,597.029,10582,2020-05-25
Afghanistan,597.029,11173,2020-05-26
Afghanistan,597.029,11831,2020-05-27
Afghanistan,597.029,12456,2020-05-28
Afghanistan,597.029,13036,2020-05-29
Afghanistan,597.029,13659,2020-05-30
Afghanistan,597.029,14525,2020-05-31
Afghanistan,597.029,15205,2020-06-01
Afghanistan,597.029,15750,2020-06-02
Afghanistan,597.029,16509,2020-06-03
Afghanistan,597.029,17267,2020-06-04
Afghanistan,597.029,18054,2020-06-05
Afghanistan,597.029,18969,2020-06-06
Afghanistan,597.029,19551,2020-06-07
Afghanistan,597.029,20342,2020-06-08
Afghanistan,597.029,20917,2020-06-09
Afghanistan,597.029,21459,2020-06-10
Afghanistan,597.029,22143,2020-06-11
Afghanistan,597.029,22890,2020-06-12
Afghanistan,597.029,23546,2020-06-13
Afghanistan,597.029,24102,2020-06-14
Afghanistan,597.029,24766,2020-06-15
Afghanistan,597.029,25527,2020-06-16
Afghanistan,597.029,26310,2020-06-17
Afghanistan,597.029,26874,2020-06-18
Afghanistan,597.029,27532,2020-06-19
Afghanistan,597.029,27878,2020-06-20
Afghanistan,597.029,28424,2020-06-21
Afghanistan,597.029,28833,2020-06-22
Afghanistan,597.029,29143,2020-06-23
Afghanistan,597.029,29481,2020-06-24
Afghanistan,597.029,29715,2020-06-25
Afghanistan,597.029,30175,2020-06-26
Afghanistan,597.029,30451,2020-06-27
Afghanistan,597.029,30616,2020-06-28
Afghanistan,597.029,30967,2020-06-29
Afghanistan,597.029,31238,2020-06-30
Afghanistan,597.029,31517,2020-07-01
Afghanistan,597.029,31836,2020-07-02
Afghanistan,597.029,32022,2020-07-03
Afghanistan,597.029,32324,2020-07-04
Afghanistan,597.029,32672,2020-07-05
Afghanistan,597.029,32951,2020-07-06
Afghanistan,597.029,33384,2020-07-07
Afghanistan,597.029,33594,2020-07-08
Afghanistan,597.029,33653,2020-07-09
Afghanistan,597.029,33908,2020-07-10
Afghanistan,597.029,34366,2020-07-11
Afghanistan,597.029,34451,2020-07-12
Afghanistan,597.029,34451,2020-07-13
Afghanistan,597.029,34455,2020-07-14
Afghanistan,597.029,34740,2020-07-15
Afghanistan,597.029,34994,2020-07-16
Afghanistan,597.029,35070,2020-07-17
Afghanistan,597.029,35289,2020-07-18
Afghanistan,597.029,35301,2020-07-19
Afghanistan,597.029,35475,2020-07-20
Afghanistan,597.029,35615,2020-07-21
Afghanistan,597.029,35727,2020-07-22
Afghanistan,597.029,35915,2020-07-23
Afghanistan,597.029,35928,2020-07-24
Afghanistan,597.029,36036,2020-07-25
Afghanistan,597.029,36157,2020-07-26
Afghanistan,597.029,36263,2020-07-27
Afghanistan,597.029,36368,2020-07-28
Afghanistan,597.029,36471,2020-07-29
Afghanistan,597.029,36471,2020-07-30
Afghanistan,597.029,36542,2020-07-31
Afghanistan,597.029,36710,2020-08-01
Afghanistan,597.029,36710,2020-08-02
Afghanistan,597.029,36710,2020-08-03
Afghanistan,597.029,36747,2020-08-04
Afghanistan,597.029,36829,2020-08-05
Afghanistan,597.029,36896,2020-08-06
Afghanistan,597.029,36937,2020-08-07
Afghanistan,597.029,37015,2020-08-08
Afghanistan,597.029,37054,2020-08-09
Afghanistan,597.029,37054,2020-08-10
Angola,276.045,2,2020-03-22
Angola,276.045,2,2020-03-23
Angola,276.045,2,2020-03-24
Angola,276.045,2,2020-03-25
Angola,276.045,2,2020-03-26
Angola,276.045,3,2020-03-27
Angola,276.045,4,2020-03-28
Angola,276.045,4,2020-03-29
Angola,276.045,7,2020-03-30
Angola,276.045,7,2020-03-31
Angola,276.045,7,2020-04-01
Angola,276.045,8,2020-04-02
Angola,276.045,8,2020-04-03
Angola,276.045,8,2020-04-04
Angola,276.045,10,2020-04-05
Angola,276.045,14,2020-04-06
Angola,276.045,16,2020-04-07
Angola,276.045,17,2020-04-08
Angola,276.045,19,2020-04-09
Angola,276.045,19,2020-04-10
Angola,276.045,19,2020-04-11
Angola,276.045,19,2020-04-12
Angola,276.045,19,2020-04-13
Angola,276.045,19,2020-04-14
Angola,276.045,19,2020-04-15
Angola,276.045,19,2020-04-16
Angola,276.045,19,2020-04-17
Angola,276.045,19,2020-04-18
Angola,276.045,24,2020-04-19
Angola,276.045,24,2020-04-20
Angola,276.045,24,2020-04-21
Angola,276.045,24,2020-04-22
Angola,276.045,24,2020-04-23
Angola,276.045,25,2020-04-24
Angola,276.045,25,2020-04-25
Angola,276.045,25,2020-04-26
Angola,276.045,26,2020-04-27
Angola,276.045,27,2020-04-28
Angola,276.045,27,2020-04-29
Angola,276.045,27,2020-04-30
Angola,276.045,27,2020-05-01
Angola,276.045,29,2020-05-02
Angola,276.045,35,2020-05-03
Angola,276.045,35,2020-05-04
Angola,276.045,35,2020-05-05
Angola,276.045,36,2020-05-06
Angola,276.045,36,2020-05-07
Angola,276.045,36,2020-05-08
Angola,276.045,43,2020-05-09
Angola,276.045,43,2020-05-10
Angola,276.045,45,2020-05-11
Angola,276.045,45,2020-05-12
Angola,276.045,45,2020-05-13
Angola,276.045,45,2020-05-14
Angola,276.045,48,2020-05-15
Angola,276.045,48,2020-05-16
Angola,276.045,48,2020-05-17
Angola,276.045,48,2020-05-18
Angola,276.045,48,2020-05-19
Angola,276.045,50,2020-05-20
Angola,276.045,52,2020-05-21
Angola,276.045,58,2020-05-22
Angola,276.045,60,2020-05-23
Angola,276.045,60,2020-05-24
Angola,276.045,69,2020-05-25
Angola,276.045,69,2020-05-26
Angola,276.045,71,2020-05-27
Angola,276.045,71,2020-05-28
Angola,276.045,73,2020-05-29
Angola,276.045,77,2020-05-30
Angola,276.045,84,2020-05-31
Angola,276.045,86,2020-06-01
Angola,276.045,86,2020-06-02
Angola,276.045,86,2020-06-03
Angola,276.045,86,2020-06-04
Angola,276.045,86,2020-06-05
Angola,276.045,86,2020-06-06
Angola,276.045,86,2020-06-07
Angola,276.045,91,2020-06-08
Angola,276.045,92,2020-06-09
Angola,276.045,96,2020-06-10
Angola,276.045,113,2020-06-11
Angola,276.045,118,2020-06-12
Angola,276.045,130,2020-06-13
Angola,276.045,138,2020-06-14
Angola,276.045,140,2020-06-15
Angola,276.045,142,2020-06-16
Angola,276.045,142,2020-06-17
Angola,276.045,155,2020-06-18
Angola,276.045,155,2020-06-19
Angola,276.045,166,2020-06-20
Angola,276.045,172,2020-06-21
Angola,276.045,176,2020-06-22
Angola,276.045,183,2020-06-23
Angola,276.045,186,2020-06-24
Angola,276.045,189,2020-06-25
Angola,276.045,197,2020-06-26
Angola,276.045,212,2020-06-27
Angola,276.045,244,2020-06-28
Angola,276.045,267,2020-06-29
Angola,276.045,276,2020-06-30
Angola,276.045,284,2020-07-01
Angola,276.045,291,2020-07-02
Angola,276.045,315,2020-07-03
Angola,276.045,328,2020-07-04
Angola,276.045,346,2020-07-05
Angola,276.045,346,2020-07-06
Angola,276.045,353,2020-07-07
Angola,276.045,353,2020-07-08
Angola,276.045,386,2020-07-09
Angola,276.045,396,2020-07-10
Angola,276.045,458,2020-07-11
Angola,276.045,483,2020-07-12
Angola,276.045,506,2020-07-13
Angola,276.045,506,2020-07-14
Angola,276.045,525,2020-07-15
Angola,276.045,576,2020-07-16
Angola,276.045,607,2020-07-17
Angola,276.045,638,2020-07-18
Angola,276.045,687,2020-07-19
Angola,276.045,705,2020-07-20
Angola,276.045,749,2020-07-21
Angola,276.045,749,2020-07-22
Angola,276.045,779,2020-07-23
Angola,276.045,812,2020-07-24
Angola,276.045,851,2020-07-25
Angola,276.045,880,2020-07-26
Angola,276.045,930,2020-07-27
Angola,276.045,932,2020-07-28
Angola,276.045,950,2020-07-29
Angola,276.045,1000,2020-07-30
Angola,276.045,1078,2020-07-31
Angola,276.045,1109,2020-08-01
Angola,276.045,1114,2020-08-02
Angola,276.045,1148,2020-08-03
Angola,276.045,1164,2020-08-04
Angola,276.045,1164,2020-08-05
Angola,276.045,1344,2020-08-06
Angola,276.045,1395,2020-08-07
Angola,276.045,1483,2020-08-08
Angola,276.045,1483,2020-08-09
Angola,276.045,1572,2020-08-10
Anguilla,NA,2,2020-03-27
Anguilla,NA,2,2020-03-28
Anguilla,NA,2,2020-03-29
Anguilla,NA,2,2020-03-30
Anguilla,NA,2,2020-03-31
Anguilla,NA,2,2020-04-01
Anguilla,NA,2,2020-04-02
Anguilla,NA,3,2020-04-03
Anguilla,NA,3,2020-04-04
Anguilla,NA,3,2020-04-05
Anguilla,NA,3,2020-04-06
Anguilla,NA,3,2020-04-07
Anguilla,NA,3,2020-04-08
Anguilla,NA,3,2020-04-09
Anguilla,NA,3,2020-04-10
Anguilla,NA,3,2020-04-11
Anguilla,NA,3,2020-04-12
Anguilla,NA,3,2020-04-13
Anguilla,NA,3,2020-04-14
Anguilla,NA,3,2020-04-15
Anguilla,NA,3,2020-04-16
Anguilla,NA,3,2020-04-17
Anguilla,NA,3,2020-04-18
Anguilla,NA,3,2020-04-19
Anguilla,NA,3,2020-04-20
Anguilla,NA,3,2020-04-21
Anguilla,NA,3,2020-04-22
Anguilla,NA,3,2020-04-23
Anguilla,NA,3,2020-04-24
Anguilla,NA,3,2020-04-25
Anguilla,NA,3,2020-04-26
Anguilla,NA,3,2020-04-27
Anguilla,NA,3,2020-04-28
Anguilla,NA,3,2020-04-29
Anguilla,NA,3,2020-04-30
Anguilla,NA,3,2020-05-01
Anguilla,NA,3,2020-05-02
Anguilla,NA,3,2020-05-03
Anguilla,NA,3,2020-05-04
Anguilla,NA,3,2020-05-05
Anguilla,NA,3,2020-05-06
Anguilla,NA,3,2020-05-07
Anguilla,NA,3,2020-05-08
Anguilla,NA,3,2020-05-09
Anguilla,NA,3,2020-05-10
Anguilla,NA,3,2020-05-11
Anguilla,NA,3,2020-05-12
Anguilla,NA,3,2020-05-13
Anguilla,NA,3,2020-05-14
Anguilla,NA,3,2020-05-15
Anguilla,NA,3,2020-05-16
Anguilla,NA,3,2020-05-17
Anguilla,NA,3,2020-05-18
Anguilla,NA,3,2020-05-19
Anguilla,NA,3,2020-05-20
Anguilla,NA,3,2020-05-21
Anguilla,NA,3,2020-05-22
Anguilla,NA,3,2020-05-23
Anguilla,NA,3,2020-05-24
Anguilla,NA,3,2020-05-25
Anguilla,NA,3,2020-05-26
Anguilla,NA,3,2020-05-27
Anguilla,NA,3,2020-05-28
Anguilla,NA,3,2020-05-29
Anguilla,NA,3,2020-05-30
Anguilla,NA,3,2020-05-31
Anguilla,NA,3,2020-06-01
Anguilla,NA,3,2020-06-02
Anguilla,NA,3,2020-06-03
Anguilla,NA,3,2020-06-04
Anguilla,NA,3,2020-06-05
Anguilla,NA,3,2020-06-06
Anguilla,NA,3,2020-06-07
Anguilla,NA,3,2020-06-08
Anguilla,NA,3,2020-06-09
Anguilla,NA,3,2020-06-10
Anguilla,NA,3,2020-06-11
Anguilla,NA,3,2020-06-12
Anguilla,NA,3,2020-06-13
Anguilla,NA,3,2020-06-14
Anguilla,NA,3,2020-06-15
Anguilla,NA,3,2020-06-16
Anguilla,NA,3,2020-06-17
Anguilla,NA,3,2020-06-18
Anguilla,NA,3,2020-06-19
Anguilla,NA,3,2020-06-20
Anguilla,NA,3,2020-06-21
Anguilla,NA,3,2020-06-22
Anguilla,NA,3,2020-06-23
Anguilla,NA,3,2020-06-24
Anguilla,NA,3,2020-06-25
Anguilla,NA,3,2020-06-26
Anguilla,NA,3,2020-06-27
Anguilla,NA,3,2020-06-28
Anguilla,NA,3,2020-06-29
Anguilla,NA,3,2020-06-30
Anguilla,NA,3,2020-07-01
Anguilla,NA,3,2020-07-02
Anguilla,NA,3,2020-07-03
Anguilla,NA,3,2020-07-04
Anguilla,NA,3,2020-07-05
Anguilla,NA,3,2020-07-06
Anguilla,NA,3,2020-07-07
Anguilla,NA,3,2020-07-08
Anguilla,NA,3,2020-07-09
Anguilla,NA,3,2020-07-10
Anguilla,NA,3,2020-07-11
Anguilla,NA,3,2020-07-12
Anguilla,NA,3,2020-07-13
Anguilla,NA,3,2020-07-14
Anguilla,NA,3,2020-07-15
Anguilla,NA,3,2020-07-16
Anguilla,NA,3,2020-07-17
Anguilla,NA,3,2020-07-18
Anguilla,NA,3,2020-07-19
Anguilla,NA,3,2020-07-20
Anguilla,NA,3,2020-07-21
Anguilla,NA,3,2020-07-22
Anguilla,NA,3,2020-07-23
Anguilla,NA,3,2020-07-24
Anguilla,NA,3,2020-07-25
Anguilla,NA,3,2020-07-26
Anguilla,NA,3,2020-07-27
Anguilla,NA,3,2020-07-28
Anguilla,NA,3,2020-07-29
Anguilla,NA,3,2020-07-30
Anguilla,NA,3,2020-07-31
Anguilla,NA,3,2020-08-01
Anguilla,NA,3,2020-08-02
Anguilla,NA,3,2020-08-03
Anguilla,NA,3,2020-08-04
Anguilla,NA,3,2020-08-05
Anguilla,NA,3,2020-08-06
Anguilla,NA,3,2020-08-07
Anguilla,NA,3,2020-08-08
Anguilla,NA,3,2020-08-09
Anguilla,NA,3,2020-08-10
Albania,304.195,2,2020-03-09
Albania,304.195,6,2020-03-10
Albania,304.195,10,2020-03-11
Albania,304.195,11,2020-03-12
Albania,304.195,23,2020-03-13
Albania,304.195,33,2020-03-14
Albania,304.195,38,2020-03-15
Albania,304.195,42,2020-03-16
Albania,304.195,51,2020-03-17
Albania,304.195,55,2020-03-18
Albania,304.195,59,2020-03-19
Albania,304.195,70,2020-03-20
Albania,304.195,70,2020-03-21
Albania,304.195,76,2020-03-22
Albania,304.195,89,2020-03-23
Albania,304.195,100,2020-03-24
Albania,304.195,123,2020-03-25
Albania,304.195,146,2020-03-26
Albania,304.195,174,2020-03-27
Albania,304.195,186,2020-03-28
Albania,304.195,197,2020-03-29
Albania,304.195,212,2020-03-30
Albania,304.195,223,2020-03-31
Albania,304.195,243,2020-04-01
Albania,304.195,259,2020-04-02
Albania,304.195,277,2020-04-03
Albania,304.195,304,2020-04-04
Albania,304.195,333,2020-04-05
Albania,304.195,361,2020-04-06
Albania,304.195,377,2020-04-07
Albania,304.195,383,2020-04-08
Albania,304.195,400,2020-04-09
Albania,304.195,409,2020-04-10
Albania,304.195,416,2020-04-11
Albania,304.195,433,2020-04-12
Albania,304.195,446,2020-04-13
Albania,304.195,467,2020-04-14
Albania,304.195,475,2020-04-15
Albania,304.195,494,2020-04-16
Albania,304.195,518,2020-04-17
Albania,304.195,539,2020-04-18
Albania,304.195,548,2020-04-19
Albania,304.195,562,2020-04-20
Albania,304.195,584,2020-04-21
Albania,304.195,609,2020-04-22
Albania,304.195,634,2020-04-23
Albania,304.195,663,2020-04-24
Albania,304.195,678,2020-04-25
Albania,304.195,712,2020-04-26
Albania,304.195,726,2020-04-27
Albania,304.195,736,2020-04-28
Albania,304.195,750,2020-04-29
Albania,304.195,766,2020-04-30
Albania,304.195,773,2020-05-01
Albania,304.195,782,2020-05-02
Albania,304.195,789,2020-05-03
Albania,304.195,795,2020-05-04
Albania,304.195,803,2020-05-05
Albania,304.195,820,2020-05-06
Albania,304.195,832,2020-05-07
Albania,304.195,842,2020-05-08
Albania,304.195,850,2020-05-09
Albania,304.195,856,2020-05-10
Albania,304.195,868,2020-05-11
Albania,304.195,872,2020-05-12
Albania,304.195,876,2020-05-13
Albania,304.195,880,2020-05-14
Albania,304.195,898,2020-05-15
Albania,304.195,916,2020-05-16
Albania,304.195,933,2020-05-17
Albania,304.195,946,2020-05-18
Albania,304.195,948,2020-05-19
Albania,304.195,949,2020-05-20
Albania,304.195,964,2020-05-21
Albania,304.195,969,2020-05-22
Albania,304.195,981,2020-05-23
Albania,304.195,989,2020-05-24
Albania,304.195,998,2020-05-25
Albania,304.195,1004,2020-05-26
Albania,304.195,1029,2020-05-27
Albania,304.195,1050,2020-05-28
Albania,304.195,1076,2020-05-29
Albania,304.195,1099,2020-05-30
Albania,304.195,1122,2020-05-31
Albania,304.195,1137,2020-06-01
Albania,304.195,1143,2020-06-02
Albania,304.195,1164,2020-06-03
Albania,304.195,1184,2020-06-04
Albania,304.195,1197,2020-06-05
Albania,304.195,1212,2020-06-06
Albania,304.195,1232,2020-06-07
Albania,304.195,1246,2020-06-08
Albania,304.195,1263,2020-06-09
Albania,304.195,1299,2020-06-10
Albania,304.195,1341,2020-06-11
Albania,304.195,1385,2020-06-12
Albania,304.195,1416,2020-06-13
Albania,304.195,1464,2020-06-14
Albania,304.195,1521,2020-06-15
Albania,304.195,1590,2020-06-16
Albania,304.195,1672,2020-06-17
Albania,304.195,1722,2020-06-18
Albania,304.195,1788,2020-06-19
Albania,304.195,1838,2020-06-20
Albania,304.195,1891,2020-06-21
Albania,304.195,1927,2020-06-22
Albania,304.195,1995,2020-06-23
Albania,304.195,2047,2020-06-24
Albania,304.195,2114,2020-06-25
Albania,304.195,2192,2020-06-26
Albania,304.195,2269,2020-06-27
Albania,304.195,2330,2020-06-28
Albania,304.195,2402,2020-06-29
Albania,304.195,2466,2020-06-30
Albania,304.195,2535,2020-07-01
Albania,304.195,2580,2020-07-02
Albania,304.195,2662,2020-07-03
Albania,304.195,2752,2020-07-04
Albania,304.195,2819,2020-07-05
Albania,304.195,2893,2020-07-06
Albania,304.195,2964,2020-07-07
Albania,304.195,3038,2020-07-08
Albania,304.195,3106,2020-07-09
Albania,304.195,3188,2020-07-10
Albania,304.195,3278,2020-07-11
Albania,304.195,3371,2020-07-12
Albania,304.195,3454,2020-07-13
Albania,304.195,3571,2020-07-14
Albania,304.195,3667,2020-07-15
Albania,304.195,3752,2020-07-16
Albania,304.195,3851,2020-07-17
Albania,304.195,3906,2020-07-18
