location,cardiovasc_death_rate,total_cases,date
Moldova,408.502,17814,2020-07-06
Moldova,408.502,17906,2020-07-07
Moldova,408.502,18141,2020-07-08
Moldova,408.502,18471,2020-07-09
Moldova,408.502,18666,2020-07-10
Moldova,408.502,18924,2020-07-11
Moldova,408.502,19208,2020-07-12
Moldova,408.502,19382,2020-07-13
Moldova,408.502,19439,2020-07-14
Moldova,408.502,19708,2020-07-15
Moldova,408.502,20040,2020-07-16
Moldova,408.502,20264,2020-07-17
Moldova,408.502,20494,2020-07-18
Moldova,408.502,20794,2020-07-19
Moldova,408.502,20980,2020-07-20
Moldova,408.502,21115,2020-07-21
Moldova,408.502,21442,2020-07-22
Moldova,408.502,21798,2020-07-23
Moldova,408.502,22105,2020-07-24
Moldova,408.502,22483,2020-07-25
Moldova,408.502,22828,2020-07-26
Moldova,408.502,23034,2020-07-27
Moldova,408.502,23154,2020-07-28
Moldova,408.502,23521,2020-07-29
Moldova,408.502,23947,2020-07-30
Moldova,408.502,23947,2020-07-31
Moldova,408.502,24733,2020-08-01
Moldova,408.502,25113,2020-08-02
Moldova,408.502,25362,2020-08-03
Moldova,408.502,25482,2020-08-04
Moldova,408.502,25814,2020-08-05
Moldova,408.502,26222,2020-08-06
Moldova,408.502,26628,2020-08-07
Moldova,408.502,26990,2020-08-08
Moldova,408.502,27443,2020-08-09
Moldova,408.502,27660,2020-08-10
Madagascar,405.994,3,2020-03-21
Madagascar,405.994,3,2020-03-22
Madagascar,405.994,3,2020-03-23
Madagascar,405.994,17,2020-03-24
Madagascar,405.994,19,2020-03-25
Madagascar,405.994,19,2020-03-26
Madagascar,405.994,23,2020-03-27
Madagascar,405.994,24,2020-03-28
Madagascar,405.994,28,2020-03-29
Madagascar,405.994,37,2020-03-30
Madagascar,405.994,44,2020-03-31
Madagascar,405.994,46,2020-04-01
Madagascar,405.994,54,2020-04-02
Madagascar,405.994,59,2020-04-03
Madagascar,405.994,65,2020-04-04
Madagascar,405.994,71,2020-04-05
Madagascar,405.994,72,2020-04-06
Madagascar,405.994,77,2020-04-07
Madagascar,405.994,85,2020-04-08
Madagascar,405.994,93,2020-04-09
Madagascar,405.994,93,2020-04-10
Madagascar,405.994,102,2020-04-11
Madagascar,405.994,102,2020-04-12
Madagascar,405.994,106,2020-04-13
Madagascar,405.994,106,2020-04-14
Madagascar,405.994,108,2020-04-15
Madagascar,405.994,110,2020-04-16
Madagascar,405.994,111,2020-04-17
Madagascar,405.994,117,2020-04-18
Madagascar,405.994,117,2020-04-19
Madagascar,405.994,121,2020-04-20
Madagascar,405.994,121,2020-04-21
Madagascar,405.994,121,2020-04-22
Madagascar,405.994,121,2020-04-23
Madagascar,405.994,121,2020-04-24
Madagascar,405.994,122,2020-04-25
Madagascar,405.994,124,2020-04-26
Madagascar,405.994,124,2020-04-27
Madagascar,405.994,128,2020-04-28
Madagascar,405.994,128,2020-04-29
Madagascar,405.994,128,2020-04-30
Madagascar,405.994,132,2020-05-01
Madagascar,405.994,135,2020-05-02
Madagascar,405.994,135,2020-05-03
Madagascar,405.994,149,2020-05-04
Madagascar,405.994,149,2020-05-05
Madagascar,405.994,158,2020-05-06
Madagascar,405.994,158,2020-05-07
Madagascar,405.994,169,2020-05-08
Madagascar,405.994,169,2020-05-09
Madagascar,405.994,169,2020-05-10
Madagascar,405.994,171,2020-05-11
Madagascar,405.994,186,2020-05-12
Madagascar,405.994,192,2020-05-13
Madagascar,405.994,212,2020-05-14
Madagascar,405.994,230,2020-05-15
Madagascar,405.994,238,2020-05-16
Madagascar,405.994,283,2020-05-17
Madagascar,405.994,304,2020-05-18
Madagascar,405.994,322,2020-05-19
Madagascar,405.994,326,2020-05-20
Madagascar,405.994,371,2020-05-21
Madagascar,405.994,405,2020-05-22
Madagascar,405.994,448,2020-05-23
Madagascar,405.994,448,2020-05-24
Madagascar,405.994,527,2020-05-25
Madagascar,405.994,542,2020-05-26
Madagascar,405.994,586,2020-05-27
Madagascar,405.994,612,2020-05-28
Madagascar,405.994,656,2020-05-29
Madagascar,405.994,698,2020-05-30
Madagascar,405.994,758,2020-05-31
Madagascar,405.994,771,2020-06-01
Madagascar,405.994,826,2020-06-02
Madagascar,405.994,845,2020-06-03
Madagascar,405.994,908,2020-06-04
Madagascar,405.994,957,2020-06-05
Madagascar,405.994,975,2020-06-06
Madagascar,405.994,1026,2020-06-07
Madagascar,405.994,1052,2020-06-08
Madagascar,405.994,1094,2020-06-09
Madagascar,405.994,1138,2020-06-10
Madagascar,405.994,1162,2020-06-11
Madagascar,405.994,1203,2020-06-12
Madagascar,405.994,1230,2020-06-13
Madagascar,405.994,1252,2020-06-14
Madagascar,405.994,1272,2020-06-15
Madagascar,405.994,1290,2020-06-16
Madagascar,405.994,1317,2020-06-17
Madagascar,405.994,1378,2020-06-18
Madagascar,405.994,1403,2020-06-19
Madagascar,405.994,1443,2020-06-20
Madagascar,405.994,1503,2020-06-21
Madagascar,405.994,1596,2020-06-22
Madagascar,405.994,1640,2020-06-23
Madagascar,405.994,1724,2020-06-24
Madagascar,405.994,1787,2020-06-25
Madagascar,405.994,1829,2020-06-26
Madagascar,405.994,1922,2020-06-27
Madagascar,405.994,2005,2020-06-28
Madagascar,405.994,2078,2020-06-29
Madagascar,405.994,2138,2020-06-30
Madagascar,405.994,2214,2020-07-01
Madagascar,405.994,2303,2020-07-02
Madagascar,405.994,2403,2020-07-03
Madagascar,405.994,2512,2020-07-04
Madagascar,405.994,2728,2020-07-05
Madagascar,405.994,2728,2020-07-06
Madagascar,405.994,3250,2020-07-07
Madagascar,405.994,3472,2020-07-08
Madagascar,405.994,3573,2020-07-09
Madagascar,405.994,3782,2020-07-10
Madagascar,405.994,4143,2020-07-11
Madagascar,405.994,4578,2020-07-12
Madagascar,405.994,4867,2020-07-13
Madagascar,405.994,5080,2020-07-14
Madagascar,405.994,5343,2020-07-15
Madagascar,405.994,5605,2020-07-16
Madagascar,405.994,6089,2020-07-17
Madagascar,405.994,6467,2020-07-18
Madagascar,405.994,6849,2020-07-19
Madagascar,405.994,7049,2020-07-20
Madagascar,405.994,7153,2020-07-21
Madagascar,405.994,7548,2020-07-22
Madagascar,405.994,8162,2020-07-23
Madagascar,405.994,8381,2020-07-24
Madagascar,405.994,8741,2020-07-25
Madagascar,405.994,8866,2020-07-26
Madagascar,405.994,9295,2020-07-27
Madagascar,405.994,9690,2020-07-28
Madagascar,405.994,10104,2020-07-29
Madagascar,405.994,10317,2020-07-30
Madagascar,405.994,10748,2020-07-31
Madagascar,405.994,10868,2020-08-01
Madagascar,405.994,11273,2020-08-02
Madagascar,405.994,11528,2020-08-03
Madagascar,405.994,11660,2020-08-04
Madagascar,405.994,11895,2020-08-05
Madagascar,405.994,12222,2020-08-06
Madagascar,405.994,12526,2020-08-07
Madagascar,405.994,12708,2020-08-08
Madagascar,405.994,12922,2020-08-09
Madagascar,405.994,13086,2020-08-10
Maldives,164.905,2,2020-03-08
Maldives,164.905,4,2020-03-09
Maldives,164.905,6,2020-03-11
Maldives,164.905,8,2020-03-12
Maldives,164.905,9,2020-03-14
Maldives,164.905,9,2020-03-15
Maldives,164.905,13,2020-03-16
Maldives,164.905,13,2020-03-17
Maldives,164.905,13,2020-03-18
Maldives,164.905,13,2020-03-19
Maldives,164.905,13,2020-03-20
Maldives,164.905,13,2020-03-21
Maldives,164.905,13,2020-03-22
Maldives,164.905,13,2020-03-23
Maldives,164.905,13,2020-03-24
Maldives,164.905,13,2020-03-25
Maldives,164.905,13,2020-03-26
Maldives,164.905,13,2020-03-27
Maldives,164.905,14,2020-03-28
Maldives,164.905,16,2020-03-29
Maldives,164.905,17,2020-03-30
Maldives,164.905,17,2020-03-31
Maldives,164.905,18,2020-04-01
Maldives,164.905,19,2020-04-02
Maldives,164.905,19,2020-04-03
Maldives,164.905,19,2020-04-04
Maldives,164.905,19,2020-04-05
Maldives,164.905,19,2020-04-06
Maldives,164.905,19,2020-04-07
Maldives,164.905,19,2020-04-08
Maldives,164.905,19,2020-04-09
Maldives,164.905,19,2020-04-10
Maldives,164.905,19,2020-04-11
Maldives,164.905,19,2020-04-12
Maldives,164.905,20,2020-04-13
Maldives,164.905,20,2020-04-14
Maldives,164.905,21,2020-04-15
Maldives,164.905,21,2020-04-16
Maldives,164.905,25,2020-04-17
Maldives,164.905,29,2020-04-18
Maldives,164.905,35,2020-04-19
Maldives,164.905,52,2020-04-20
Maldives,164.905,69,2020-04-21
Maldives,164.905,85,2020-04-22
Maldives,164.905,85,2020-04-23
Maldives,164.905,110,2020-04-24
Maldives,164.905,128,2020-04-25
Maldives,164.905,137,2020-04-26
Maldives,164.905,214,2020-04-27
Maldives,164.905,214,2020-04-28
Maldives,164.905,245,2020-04-29
Maldives,164.905,277,2020-04-30
Maldives,164.905,468,2020-05-01
Maldives,164.905,491,2020-05-02
Maldives,164.905,519,2020-05-03
Maldives,164.905,527,2020-05-04
Maldives,164.905,551,2020-05-05
Maldives,164.905,573,2020-05-06
Maldives,164.905,617,2020-05-07
Maldives,164.905,642,2020-05-08
Maldives,164.905,644,2020-05-09
Maldives,164.905,790,2020-05-10
Maldives,164.905,835,2020-05-11
Maldives,164.905,897,2020-05-12
Maldives,164.905,904,2020-05-13
Maldives,164.905,955,2020-05-14
Maldives,164.905,982,2020-05-15
Maldives,164.905,1031,2020-05-16
Maldives,164.905,1078,2020-05-17
Maldives,164.905,1094,2020-05-18
Maldives,164.905,1106,2020-05-19
Maldives,164.905,1143,2020-05-20
Maldives,164.905,1186,2020-05-21
Maldives,164.905,1216,2020-05-22
Maldives,164.905,1274,2020-05-23
Maldives,164.905,1303,2020-05-24
Maldives,164.905,1371,2020-05-25
Maldives,164.905,1395,2020-05-26
Maldives,164.905,1438,2020-05-27
Maldives,164.905,1457,2020-05-28
Maldives,164.905,1513,2020-05-29
Maldives,164.905,1591,2020-05-30
Maldives,164.905,1672,2020-05-31
Maldives,164.905,1773,2020-06-01
Maldives,164.905,1829,2020-06-02
Maldives,164.905,1841,2020-06-03
Maldives,164.905,1850,2020-06-04
Maldives,164.905,1872,2020-06-05
Maldives,164.905,1883,2020-06-06
Maldives,164.905,1901,2020-06-07
Maldives,164.905,1903,2020-06-08
Maldives,164.905,1916,2020-06-09
Maldives,164.905,1942,2020-06-10
Maldives,164.905,1962,2020-06-11
Maldives,164.905,1976,2020-06-12
Maldives,164.905,2003,2020-06-13
Maldives,164.905,2013,2020-06-14
Maldives,164.905,2035,2020-06-15
Maldives,164.905,2065,2020-06-16
Maldives,164.905,2094,2020-06-17
Maldives,164.905,2120,2020-06-18
Maldives,164.905,2137,2020-06-19
Maldives,164.905,2150,2020-06-20
Maldives,164.905,2187,2020-06-21
Maldives,164.905,2203,2020-06-22
Maldives,164.905,2217,2020-06-23
Maldives,164.905,2238,2020-06-24
Maldives,164.905,2261,2020-06-25
Maldives,164.905,2277,2020-06-26
Maldives,164.905,2283,2020-06-27
Maldives,164.905,2305,2020-06-28
Maldives,164.905,2323,2020-06-29
Maldives,164.905,2336,2020-06-30
Maldives,164.905,2361,2020-07-01
Maldives,164.905,2382,2020-07-02
Maldives,164.905,2400,2020-07-03
Maldives,164.905,2410,2020-07-04
Maldives,164.905,2435,2020-07-05
Maldives,164.905,2468,2020-07-06
Maldives,164.905,2491,2020-07-07
Maldives,164.905,2501,2020-07-08
Maldives,164.905,2517,2020-07-09
Maldives,164.905,2553,2020-07-10
Maldives,164.905,2617,2020-07-11
Maldives,164.905,2664,2020-07-12
Maldives,164.905,2731,2020-07-13
Maldives,164.905,2762,2020-07-14
Maldives,164.905,2801,2020-07-15
Maldives,164.905,2831,2020-07-16
Maldives,164.905,2899,2020-07-17
Maldives,164.905,2913,2020-07-18
Maldives,164.905,2930,2020-07-19
Maldives,164.905,2966,2020-07-20
Maldives,164.905,2966,2020-07-21
Maldives,164.905,3044,2020-07-22
Maldives,164.905,3103,2020-07-23
Maldives,164.905,3103,2020-07-24
Maldives,164.905,3120,2020-07-25
Maldives,164.905,3252,2020-07-26
Maldives,164.905,3302,2020-07-27
Maldives,164.905,3369,2020-07-28
Maldives,164.905,3506,2020-07-29
Maldives,164.905,3567,2020-07-30
Maldives,164.905,3719,2020-07-31
Maldives,164.905,3793,2020-08-01
Maldives,164.905,3949,2020-08-02
Maldives,164.905,4164,2020-08-03
Maldives,164.905,4293,2020-08-04
Maldives,164.905,4446,2020-08-05
Maldives,164.905,4594,2020-08-06
Maldives,164.905,4680,2020-08-07
Maldives,164.905,4769,2020-08-08
Maldives,164.905,4898,2020-08-09
Maldives,164.905,5041,2020-08-10
Mexico,152.783,0,2019-12-31
Mexico,152.783,0,2020-01-01
Mexico,152.783,0,2020-01-02
Mexico,152.783,0,2020-01-03
Mexico,152.783,0,2020-01-04
Mexico,152.783,0,2020-01-05
Mexico,152.783,0,2020-01-06
Mexico,152.783,0,2020-01-07
Mexico,152.783,0,2020-01-08
Mexico,152.783,0,2020-01-09
Mexico,152.783,0,2020-01-10
Mexico,152.783,0,2020-01-11
Mexico,152.783,0,2020-01-12
Mexico,152.783,0,2020-01-13
Mexico,152.783,0,2020-01-14
Mexico,152.783,0,2020-01-15
Mexico,152.783,0,2020-01-16
Mexico,152.783,0,2020-01-17
Mexico,152.783,0,2020-01-18
Mexico,152.783,0,2020-01-19
Mexico,152.783,0,2020-01-20
Mexico,152.783,0,2020-01-21
Mexico,152.783,0,2020-01-22
Mexico,152.783,0,2020-01-23
Mexico,152.783,0,2020-01-24
Mexico,152.783,0,2020-01-25
Mexico,152.783,0,2020-01-26
Mexico,152.783,0,2020-01-27
Mexico,152.783,0,2020-01-28
Mexico,152.783,0,2020-01-29
Mexico,152.783,0,2020-01-30
Mexico,152.783,0,2020-01-31
Mexico,152.783,0,2020-02-01
Mexico,152.783,0,2020-02-02
Mexico,152.783,0,2020-02-03
Mexico,152.783,0,2020-02-04
Mexico,152.783,0,2020-02-05
Mexico,152.783,0,2020-02-06
Mexico,152.783,0,2020-02-07
Mexico,152.783,0,2020-02-08
Mexico,152.783,0,2020-02-09
Mexico,152.783,0,2020-02-10
Mexico,152.783,0,2020-02-11
Mexico,152.783,0,2020-02-12
Mexico,152.783,0,2020-02-13
Mexico,152.783,0,2020-02-14
Mexico,152.783,0,2020-02-15
Mexico,152.783,0,2020-02-16
Mexico,152.783,0,2020-02-17
Mexico,152.783,0,2020-02-18
Mexico,152.783,0,2020-02-19
Mexico,152.783,0,2020-02-20
Mexico,152.783,0,2020-02-21
Mexico,152.783,0,2020-02-22
Mexico,152.783,0,2020-02-23
Mexico,152.783,0,2020-02-24
Mexico,152.783,0,2020-02-25
Mexico,152.783,0,2020-02-26
Mexico,152.783,0,2020-02-27
Mexico,152.783,0,2020-02-28
Mexico,152.783,2,2020-02-29
Mexico,152.783,4,2020-03-01
Mexico,152.783,5,2020-03-02
Mexico,152.783,NA,2020-03-03
Mexico,152.783,NA,2020-03-04
Mexico,152.783,NA,2020-03-05
Mexico,152.783,NA,2020-03-06
Mexico,152.783,NA,2020-03-07
Mexico,152.783,NA,2020-03-08
Mexico,152.783,7,2020-03-09
Mexico,152.783,NA,2020-03-10
Mexico,152.783,NA,2020-03-11
Mexico,152.783,11,2020-03-12
Mexico,152.783,16,2020-03-13
Mexico,152.783,26,2020-03-14
Mexico,152.783,41,2020-03-15
Mexico,152.783,53,2020-03-16
Mexico,152.783,82,2020-03-17
Mexico,152.783,93,2020-03-18
Mexico,152.783,118,2020-03-19
Mexico,152.783,164,2020-03-20
Mexico,152.783,203,2020-03-21
Mexico,152.783,251,2020-03-22
Mexico,152.783,316,2020-03-23
Mexico,152.783,367,2020-03-24
Mexico,152.783,405,2020-03-25
Mexico,152.783,475,2020-03-26
Mexico,152.783,585,2020-03-27
Mexico,152.783,717,2020-03-28
Mexico,152.783,848,2020-03-29
Mexico,152.783,993,2020-03-30
Mexico,152.783,1094,2020-03-31
Mexico,152.783,1215,2020-04-01
Mexico,152.783,1378,2020-04-02
Mexico,152.783,1510,2020-04-03
Mexico,152.783,1688,2020-04-04
Mexico,152.783,1890,2020-04-05
Mexico,152.783,2143,2020-04-06
Mexico,152.783,2439,2020-04-07
Mexico,152.783,2785,2020-04-08
Mexico,152.783,3181,2020-04-09
Mexico,152.783,3441,2020-04-10
Mexico,152.783,3844,2020-04-11
Mexico,152.783,4219,2020-04-12
Mexico,152.783,4661,2020-04-13
Mexico,152.783,5014,2020-04-14
Mexico,152.783,5399,2020-04-15
Mexico,152.783,5847,2020-04-16
Mexico,152.783,6297,2020-04-17
Mexico,152.783,6875,2020-04-18
Mexico,152.783,7497,2020-04-19
Mexico,152.783,8261,2020-04-20
Mexico,152.783,8772,2020-04-21
Mexico,152.783,9501,2020-04-22
Mexico,152.783,10544,2020-04-23
Mexico,152.783,11633,2020-04-24
Mexico,152.783,12872,2020-04-25
Mexico,152.783,13842,2020-04-26
Mexico,152.783,14677,2020-04-27
Mexico,152.783,15529,2020-04-28
Mexico,152.783,16752,2020-04-29
Mexico,152.783,17799,2020-04-30
Mexico,152.783,19224,2020-05-01
Mexico,152.783,20739,2020-05-02
Mexico,152.783,22088,2020-05-03
Mexico,152.783,23471,2020-05-04
Mexico,152.783,24905,2020-05-05
Mexico,152.783,26025,2020-05-06
Mexico,152.783,27634,2020-05-07
Mexico,152.783,29616,2020-05-08
Mexico,152.783,31522,2020-05-09
Mexico,152.783,33460,2020-05-10
Mexico,152.783,35022,2020-05-11
Mexico,152.783,36327,2020-05-12
Mexico,152.783,38324,2020-05-13
Mexico,152.783,40186,2020-05-14
Mexico,152.783,42595,2020-05-15
Mexico,152.783,45032,2020-05-16
Mexico,152.783,47144,2020-05-17
Mexico,152.783,49219,2020-05-18
Mexico,152.783,51633,2020-05-19
Mexico,152.783,54346,2020-05-20
Mexico,152.783,56594,2020-05-21
Mexico,152.783,59567,2020-05-22
Mexico,152.783,62527,2020-05-23
Mexico,152.783,65856,2020-05-24
Mexico,152.783,68620,2020-05-25
Mexico,152.783,71105,2020-05-26
Mexico,152.783,74560,2020-05-27
Mexico,152.783,78023,2020-05-28
Mexico,152.783,81400,2020-05-29
Mexico,152.783,84627,2020-05-30
Mexico,152.783,87512,2020-05-31
Mexico,152.783,90664,2020-06-01
Mexico,152.783,93435,2020-06-02
Mexico,152.783,97326,2020-06-03
Mexico,152.783,101238,2020-06-04
Mexico,152.783,105680,2020-06-05
Mexico,152.783,110026,2020-06-06
Mexico,152.783,113619,2020-06-07
Mexico,152.783,117103,2020-06-08
Mexico,152.783,120102,2020-06-09
Mexico,152.783,124301,2020-06-10
Mexico,152.783,129184,2020-06-11
Mexico,152.783,133974,2020-06-12
Mexico,152.783,139196,2020-06-13
Mexico,152.783,142690,2020-06-14
Mexico,152.783,146837,2020-06-15
Mexico,152.783,150264,2020-06-16
Mexico,152.783,154863,2020-06-17
Mexico,152.783,159793,2020-06-18
Mexico,152.783,165455,2020-06-19
Mexico,152.783,170485,2020-06-20
Mexico,152.783,175202,2020-06-21
Mexico,152.783,180545,2020-06-22
Mexico,152.783,185122,2020-06-23
Mexico,152.783,191410,2020-06-24
Mexico,152.783,196847,2020-06-25
Mexico,152.783,202951,2020-06-26
Mexico,152.783,208392,2020-06-27
Mexico,152.783,212802,2020-06-28
Mexico,152.783,216852,2020-06-29
Mexico,152.783,220657,2020-06-30
Mexico,152.783,226089,2020-07-01
Mexico,152.783,231770,2020-07-02
Mexico,152.783,238511,2020-07-03
Mexico,152.783,245251,2020-07-04
Mexico,152.783,252165,2020-07-05
Mexico,152.783,256848,2020-07-06
Mexico,152.783,261750,2020-07-07
Mexico,152.783,268008,2020-07-08
Mexico,152.783,275003,2020-07-09
Mexico,152.783,282283,2020-07-10
Mexico,152.783,289174,2020-07-11
Mexico,152.783,295268,2020-07-12
Mexico,152.783,299750,2020-07-13
Mexico,152.783,304435,2020-07-14
Mexico,152.783,311486,2020-07-15
Mexico,152.783,317635,2020-07-16
Mexico,152.783,324041,2020-07-17
Mexico,152.783,331298,2020-07-18
Mexico,152.783,338913,2020-07-19
Mexico,152.783,344224,2020-07-20
Mexico,152.783,349396,2020-07-21
Mexico,152.783,356255,2020-07-22
Mexico,152.783,362274,2020-07-23
Mexico,152.783,370712,2020-07-24
Mexico,152.783,378285,2020-07-25
Mexico,152.783,385036,2020-07-26
Mexico,152.783,390516,2020-07-27
Mexico,152.783,395489,2020-07-28
Mexico,152.783,402697,2020-07-29
Mexico,152.783,408449,2020-07-30
Mexico,152.783,416179,2020-07-31
Mexico,152.783,424637,2020-08-01
Mexico,152.783,434193,2020-08-02
Mexico,152.783,439046,2020-08-03
Mexico,152.783,443813,2020-08-04
Mexico,152.783,449961,2020-08-05
Mexico,152.783,456100,2020-08-06
Mexico,152.783,462690,2020-08-07
Mexico,152.783,469407,2020-08-08
Mexico,152.783,475902,2020-08-09
Mexico,152.783,480278,2020-08-10
Macedonia,322.688,0,2019-12-31
Macedonia,322.688,0,2020-01-01
Macedonia,322.688,0,2020-01-02
Macedonia,322.688,0,2020-01-03
Macedonia,322.688,0,2020-01-04
Macedonia,322.688,0,2020-01-05
Macedonia,322.688,0,2020-01-06
Macedonia,322.688,0,2020-01-07
Macedonia,322.688,0,2020-01-08
Macedonia,322.688,0,2020-01-09
Macedonia,322.688,0,2020-01-10
Macedonia,322.688,0,2020-01-11
Macedonia,322.688,0,2020-01-12
Macedonia,322.688,0,2020-01-13
Macedonia,322.688,0,2020-01-14
Macedonia,322.688,0,2020-01-15
Macedonia,322.688,0,2020-01-16
Macedonia,322.688,0,2020-01-17
Macedonia,322.688,0,2020-01-18
Macedonia,322.688,0,2020-01-19
Macedonia,322.688,0,2020-01-20
Macedonia,322.688,0,2020-01-21
Macedonia,322.688,0,2020-01-22
Macedonia,322.688,0,2020-01-23
Macedonia,322.688,0,2020-01-24
Macedonia,322.688,0,2020-01-25
Macedonia,322.688,0,2020-01-26
Macedonia,322.688,0,2020-01-27
Macedonia,322.688,0,2020-01-28
Macedonia,322.688,0,2020-01-29
Macedonia,322.688,0,2020-01-30
Macedonia,322.688,0,2020-01-31
Macedonia,322.688,0,2020-02-01
Macedonia,322.688,0,2020-02-02
Macedonia,322.688,0,2020-02-03
Macedonia,322.688,0,2020-02-04
Macedonia,322.688,0,2020-02-05
Macedonia,322.688,0,2020-02-06
Macedonia,322.688,0,2020-02-07
Macedonia,322.688,0,2020-02-08
Macedonia,322.688,0,2020-02-09
Macedonia,322.688,0,2020-02-10
Macedonia,322.688,0,2020-02-11
Macedonia,322.688,0,2020-02-12
Macedonia,322.688,0,2020-02-13
Macedonia,322.688,0,2020-02-14
Macedonia,322.688,0,2020-02-15
Macedonia,322.688,0,2020-02-16
Macedonia,322.688,0,2020-02-17
Macedonia,322.688,0,2020-02-18
Macedonia,322.688,0,2020-02-19
Macedonia,322.688,0,2020-02-20
Macedonia,322.688,0,2020-02-21
Macedonia,322.688,0,2020-02-22
Macedonia,322.688,0,2020-02-23
Macedonia,322.688,0,2020-02-24
Macedonia,322.688,0,2020-02-25
Macedonia,322.688,0,2020-02-26
Macedonia,322.688,1,2020-02-27
Macedonia,322.688,1,2020-02-28
Macedonia,322.688,1,2020-02-29
Macedonia,322.688,1,2020-03-01
Macedonia,322.688,1,2020-03-02
Macedonia,322.688,3,2020-03-07
Macedonia,322.688,7,2020-03-11
Macedonia,322.688,9,2020-03-13
Macedonia,322.688,13,2020-03-14
Macedonia,322.688,13,2020-03-16
Macedonia,322.688,19,2020-03-17
Macedonia,322.688,31,2020-03-18
Macedonia,322.688,42,2020-03-19
Macedonia,322.688,48,2020-03-20
Macedonia,322.688,70,2020-03-21
Macedonia,322.688,85,2020-03-22
Macedonia,322.688,114,2020-03-23
Macedonia,322.688,136,2020-03-24
Macedonia,322.688,148,2020-03-25
Macedonia,322.688,177,2020-03-26
Macedonia,322.688,201,2020-03-27
Macedonia,322.688,219,2020-03-28
Macedonia,322.688,241,2020-03-29
Macedonia,322.688,259,2020-03-30
Macedonia,322.688,285,2020-03-31
Macedonia,322.688,329,2020-04-01
Macedonia,322.688,354,2020-04-02
Macedonia,322.688,354,2020-04-03
Macedonia,322.688,430,2020-04-04
Macedonia,322.688,483,2020-04-05
Macedonia,322.688,483,2020-04-06
Macedonia,322.688,570,2020-04-07
Macedonia,322.688,599,2020-04-08
Macedonia,322.688,617,2020-04-09
Macedonia,322.688,663,2020-04-10
Macedonia,322.688,711,2020-04-11
Macedonia,322.688,760,2020-04-12
Macedonia,322.688,828,2020-04-13
Macedonia,322.688,854,2020-04-14
Macedonia,322.688,908,2020-04-15
Macedonia,322.688,974,2020-04-16
Macedonia,322.688,1081,2020-04-17
Macedonia,322.688,1117,2020-04-18
Macedonia,322.688,1170,2020-04-19
Macedonia,322.688,1207,2020-04-20
Macedonia,322.688,1225,2020-04-21
Macedonia,322.688,1231,2020-04-22
Macedonia,322.688,1259,2020-04-23
Macedonia,322.688,1300,2020-04-24
Macedonia,322.688,1326,2020-04-25
Macedonia,322.688,1367,2020-04-26
Macedonia,322.688,1386,2020-04-27
Macedonia,322.688,1399,2020-04-28
Macedonia,322.688,1421,2020-04-29
Macedonia,322.688,1442,2020-04-30
Macedonia,322.688,1465,2020-05-01
Macedonia,322.688,1494,2020-05-02
Macedonia,322.688,1506,2020-05-03
Macedonia,322.688,1511,2020-05-04
Macedonia,322.688,1518,2020-05-05
Macedonia,322.688,1526,2020-05-06
Macedonia,322.688,1539,2020-05-07
Macedonia,322.688,1572,2020-05-08
Macedonia,322.688,1586,2020-05-09
Macedonia,322.688,1622,2020-05-10
Macedonia,322.688,1642,2020-05-11
Macedonia,322.688,1664,2020-05-12
Macedonia,322.688,1674,2020-05-13
Macedonia,322.688,1694,2020-05-14
Macedonia,322.688,1723,2020-05-15
Macedonia,322.688,1740,2020-05-16
Macedonia,322.688,1762,2020-05-17
Macedonia,322.688,1792,2020-05-18
Macedonia,322.688,1817,2020-05-19
Macedonia,322.688,1839,2020-05-20
Macedonia,322.688,1858,2020-05-21
Macedonia,322.688,1898,2020-05-22
Macedonia,322.688,1921,2020-05-23
Macedonia,322.688,1941,2020-05-24
Macedonia,322.688,1978,2020-05-25
Macedonia,322.688,1999,2020-05-26
Macedonia,322.688,2015,2020-05-27
Macedonia,322.688,2040,2020-05-28
Macedonia,322.688,2078,2020-05-29
Macedonia,322.688,2130,2020-05-30
Macedonia,322.688,2164,2020-05-31
Macedonia,322.688,2226,2020-06-01
Macedonia,322.688,2315,2020-06-02
Macedonia,322.688,2391,2020-06-03
Macedonia,322.688,2492,2020-06-04
Macedonia,322.688,2612,2020-06-05
Macedonia,322.688,2792,2020-06-06
Macedonia,322.688,2917,2020-06-07
Macedonia,322.688,3028,2020-06-08
Macedonia,322.688,3155,2020-06-09
Macedonia,322.688,3242,2020-06-10
Macedonia,322.688,3367,2020-06-11
Macedonia,322.688,3542,2020-06-12
Macedonia,322.688,3706,2020-06-13
Macedonia,322.688,3902,2020-06-14
Macedonia,322.688,4057,2020-06-15
Macedonia,322.688,4157,2020-06-16
Macedonia,322.688,4289,2020-06-17
Macedonia,322.688,4482,2020-06-18
Macedonia,322.688,4664,2020-06-19
Macedonia,322.688,4820,2020-06-20
Macedonia,322.688,5005,2020-06-21
Macedonia,322.688,5106,2020-06-22
Macedonia,322.688,5196,2020-06-23
Macedonia,322.688,5314,2020-06-24
Macedonia,322.688,5450,2020-06-25
Macedonia,322.688,5603,2020-06-26
Macedonia,322.688,5766,2020-06-27
Macedonia,322.688,5916,2020-06-28
Macedonia,322.688,6092,2020-06-29
Macedonia,322.688,6224,2020-06-30
Macedonia,322.688,6350,2020-07-01
Macedonia,322.688,6470,2020-07-02
Macedonia,322.688,6643,2020-07-03
Macedonia,322.688,6643,2020-07-04
Macedonia,322.688,6932,2020-07-05
